collector,prefix,as_path,total_hops,protected_hops,fraction_protected
rrc14,2a07:2486:4e01::/48,"2914 6204 51202 215828 218904 204464",5,2,0.4000
rrc14,2a07:2486:400f::/48,"2914 6204 51202 215828 218904 204464",5,2,0.4000
rrc14,2a07:2486:400f::/48,"6762 6204 51202 215828 218904 204464",5,2,0.4000
rrc14,2a09:54c3:f8a0::/48,"2914 6204 51202 215828 215147 210796",5,2,0.4000
rrc14,2a13:9500:19f::/48,"1280 6939 51202 215828 218904 204464",5,2,0.4000
rrc14,2a12:cb41:10ff::/48,"6762 6204 51202 215828 199310 208485",5,2,0.4000
rrc14,2a13:9500:19f::/48,"2914 6204 51202 215828 218904 204464",5,2,0.4000
rrc14,2a14:7580:d22::/48,"19151 2914 6204 51202 215828 199310",5,2,0.4000
rrc14,2a14:7581:feb::/48,"2914 6204 51202 215828 199310 211695",5,2,0.4000
rrc14,2a14:7583:ef52::/48,"2914 6204 51202 215828 215147 215375",5,2,0.4000
rrc19,2a05:dfc6:1000::/36,"327804 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a09:b240::/32,"917 6939 211452 51907 34288 21269",5,2,0.4000
rrc19,2a05:dfc6:9500::/40,"3491 3257 399486 205941 204464 199746",5,2,0.4000
rrc19,2a09:b240::/32,"328206 6939 211452 51907 34288 21269",5,2,0.4000
rrc19,2a05:dfc6:1000::/36,"328137 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a05:dfc6:2000::/36,"328320 6939 51202 215828 218904 218832",5,2,0.4000
rrc19,2a13:9500:19f::/48,"328320 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a09:b240::/32,"37497 6939 211452 51907 34288 21269",5,2,0.4000
rrc19,2a05:dfc6::/36,"37497 6939 51202 215828 218904 199746",5,2,0.4000
rrc19,2a05:dfc6::/36,"327804 6939 51202 215828 218904 199746",5,2,0.4000
rrc19,2a05:dfc6:1000::/36,"327983 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a05:dfc6:1000::/36,"327960 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a05:dfc6:2000::/36,"327804 6939 51202 215828 218904 218832",5,2,0.4000
rrc19,2a13:9500:19f::/48,"37497 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a13:9500:19f::/48,"327804 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a09:b240::/32,"328137 6939 211452 51907 34288 21269",5,2,0.4000
rrc19,2a09:b240::/32,"327804 6939 211452 51907 34288 21269",5,2,0.4000
rrc19,2a05:dfc6::/36,"917 6939 51202 215828 218904 199746",5,2,0.4000
rrc19,2a05:dfc6::/36,"328137 6939 51202 215828 218904 199746",5,2,0.4000
rrc19,2a05:dfc6::/36,"327960 6939 51202 215828 218904 199746",5,2,0.4000
rrc19,2a05:dfc6:1000::/36,"328320 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a05:dfc6:2000::/36,"37497 6939 51202 215828 218904 218832",5,2,0.4000
rrc19,2a05:dfc6:2000::/36,"917 6939 51202 215828 218904 218832",5,2,0.4000
rrc19,2a05:dfc6:2000::/36,"327983 6939 51202 215828 218904 218832",5,2,0.4000
rrc19,2a05:dfc6:2000::/36,"327960 6939 51202 215828 218904 218832",5,2,0.4000
rrc19,2a13:9500:19f::/48,"917 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a13:9500:19f::/48,"327983 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a13:9500:19f::/48,"327960 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a14:7580:d22::/48,"917 60068 6204 51202 215828 199310",5,2,0.4000
rrc19,2a09:b240::/32,"328320 6939 211452 51907 34288 21269",5,2,0.4000
rrc19,2a09:b240::/32,"327983 6939 211452 51907 34288 21269",5,2,0.4000
rrc19,2a09:b240::/32,"327960 6939 211452 51907 34288 21269",5,2,0.4000
rrc19,2a05:dfc6::/36,"3491 6939 51202 215828 218904 199746",5,2,0.4000
rrc19,2a05:dfc6::/36,"328206 6939 51202 215828 218904 199746",5,2,0.4000
rrc19,2a05:dfc6::/36,"328320 6939 51202 215828 218904 199746",5,2,0.4000
rrc19,2a05:dfc6::/36,"327983 6939 51202 215828 218904 199746",5,2,0.4000
rrc19,2a05:dfc6:1000::/36,"37497 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a05:dfc6:1000::/36,"328206 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a05:dfc6:1000::/36,"917 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a05:dfc6:2000::/36,"3491 6939 51202 215828 218904 218832",5,2,0.4000
rrc19,2a05:dfc6:2000::/36,"328206 6939 51202 215828 218904 218832",5,2,0.4000
rrc19,2a05:dfc6:2000::/36,"328137 6939 51202 215828 218904 218832",5,2,0.4000
rrc19,2a13:9500:19f::/48,"328206 6939 51202 215828 218904 204464",5,2,0.4000
rrc19,2a13:9500:19f::/48,"328137 6939 51202 215828 218904 204464",5,2,0.4000
rrc23,2a13:9500:19f::/48,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,85.155.226.0/24,"35280 7713 51202 215828 218904 218832",5,2,0.4000
rrc23,2a13:9500:19f::/48,"133210 6939 51202 215828 218904 204464",5,2,0.4000
rrc23,2a0f:1cc5:1032::/47,"58952 33891 51202 215828 199310 216299",5,2,0.4000
rrc23,2406:840:e621::/48,"58952 33891 51202 215828 199310 138535",5,2,0.4000
rrc23,2a13:9500:19f::/48,"14907 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a0f:1cc5:1032::/47,"58952 33891 51202 215828 199310 216299",5,2,0.4000
rrc23,85.155.226.0/24,"18106 50263 51202 215828 218904 218832",5,2,0.4000
rrc23,85.155.226.0/24,"9002 20562 51202 215828 218904 218832",5,2,0.4000
rrc23,2a07:2486:4e01::/48,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a13:9500:19f::/48,"49544 6939 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:ae00:53::/48,"58952 33891 51202 215828 199310 197817",5,2,0.4000
rrc23,2406:840:e621::/48,"58952 33891 51202 215828 199310 138535",5,2,0.4000
rrc23,2a06:9801:85::/48,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a07:54c1:2200::/48,"58952 33891 51202 215828 199310 216056",5,2,0.4000
rrc23,2a0f:1cc5:f03::/48,"14907 33891 51202 215828 199310 210352",5,2,0.4000
rrc23,2a13:9500:19f::/48,"9002 6939 51202 215828 218904 204464",5,2,0.4000
rrc23,2a13:9500:19f::/48,"3491 6939 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:ae00:51::/48,"58952 33891 51202 215828 199310 197817",5,2,0.4000
rrc23,85.155.231.0/24,"18106 400587 835 174 35133 400587",5,2,0.4000
rrc23,2a07:2486:4e01::/48,"14907 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a07:2486:4e01::/48,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a0f:1cc4:e302::/48,"9002 3204 202782 44324 202335 40929",5,2,0.4000
rrc23,2a0f:1cc6:b211::/48,"58952 33891 51202 215828 199310 198135",5,2,0.4000
rrc23,2a13:9500:19f::/48,"18106 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a13:9500:19f::/48,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:7580:d22::/48,"35280 3356 33891 51202 215828 199310",5,2,0.4000
rrc23,2a14:7581:3012::/48,"58952 33891 51202 215828 199310 207529",5,2,0.4000
rrc23,2a14:ae00:51::/48,"58952 33891 51202 215828 199310 197817",5,2,0.4000
rrc23,2a06:9801:85::/48,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a06:9801:f1f::/48,"58952 33891 51202 215828 218904 219157",5,2,0.4000
rrc23,2a07:2486:400f::/48,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a07:54c1:2200::/48,"58952 33891 51202 215828 199310 216056",5,2,0.4000
rrc23,2a07:54c1:2205::/48,"58952 33891 51202 215828 199310 216056",5,2,0.4000
rrc23,2a0f:1cc4:e301::/48,"9002 3204 202782 44324 202335 40929",5,2,0.4000
rrc23,2a0f:1cc5:fff::/48,"58952 33891 51202 215828 199310 210352",5,2,0.4000
rrc23,2a0f:1cc6:b211::/48,"58952 33891 51202 215828 199310 198135",5,2,0.4000
rrc23,2a12:cb41:10ff::/48,"58952 33891 51202 215828 199310 208485",5,2,0.4000
rrc23,2a13:9500:19f::/48,"35280 6939 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:67c2:a23::/48,"58952 33891 51202 215828 199310 216299",5,2,0.4000
rrc23,2a14:7581:feb::/48,"58952 33891 51202 215828 199310 211695",5,2,0.4000
rrc23,2a14:7581:3001::/48,"58952 33891 51202 215828 199310 207529",5,2,0.4000
rrc23,2a14:7583:ef52::/48,"58952 33891 51202 215828 215147 215375",5,2,0.4000
rrc23,2a14:ae00:50::/48,"58952 33891 51202 215828 199310 197817",5,2,0.4000
rrc23,2a05:dfc6:2000::/36,"133210 6939 51202 215828 218904 218832",5,2,0.4000
rrc23,2a09:b240::/32,"133210 6939 211452 51907 34288 21269",5,2,0.4000
rrc23,2a05:dfc6:2000::/36,"49544 6939 51202 215828 218904 218832",5,2,0.4000
rrc23,2a05:dfc6:2000::/36,"9002 3257 399486 205941 204464 218832",5,2,0.4000
rrc23,2a05:dfc6:2000::/36,"18106 33891 51202 215828 218904 218832",5,2,0.4000
rrc23,2a05:dfc6:1000::/36,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a05:dfc6:2000::/36,"58952 33891 51202 215828 218904 218832",5,2,0.4000
rrc23,2a09:54c3:a1f0::/44,"14907 33891 51202 215828 215147 210796",5,2,0.4000
rrc23,2a06:1283:bd40::/42,"58952 33891 51202 215828 215147 210796",5,2,0.4000
rrc23,2a06:9801:a0::/44,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a0f:6284:4c50::/44,"58952 33891 51202 215828 199310 215502",5,2,0.4000
rrc23,2a14:7581:30c0::/44,"58952 33891 51202 215828 199310 207529",5,2,0.4000
rrc23,2a14:7583:ef70::/44,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a06:9801:85::/48,"14907 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a06:9801:f1f::/48,"14907 33891 51202 215828 218904 219157",5,2,0.4000
rrc23,2a06:9801:f1f::/48,"58952 33891 51202 215828 218904 219157",5,2,0.4000
rrc23,2a07:2486:400f::/48,"14907 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a07:2486:400f::/48,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a07:54c1:2205::/48,"14907 33891 51202 215828 199310 216056",5,2,0.4000
rrc23,2a07:54c1:2205::/48,"58952 33891 51202 215828 199310 216056",5,2,0.4000
rrc23,2a0f:1cc5:f03::/48,"58952 33891 51202 215828 199310 210352",5,2,0.4000
rrc23,2a0f:1cc5:f03::/48,"58952 33891 51202 215828 199310 210352",5,2,0.4000
rrc23,2a0f:1cc5:fff::/48,"58952 33891 51202 215828 199310 210352",5,2,0.4000
rrc23,2a0f:1cc6:b211::/48,"14907 33891 51202 215828 199310 198135",5,2,0.4000
rrc23,2a12:cb41:10ff::/48,"58952 33891 51202 215828 199310 208485",5,2,0.4000
rrc23,2a14:67c2:a23::/48,"58952 33891 51202 215828 199310 216299",5,2,0.4000
rrc23,2a14:7581:feb::/48,"14907 33891 51202 215828 199310 211695",5,2,0.4000
rrc23,2a14:7581:feb::/48,"58952 33891 51202 215828 199310 211695",5,2,0.4000
rrc23,2a14:7581:3001::/48,"58952 33891 51202 215828 199310 207529",5,2,0.4000
rrc23,2a14:7581:3012::/48,"58952 33891 51202 215828 199310 207529",5,2,0.4000
rrc23,2a14:7583:ef52::/48,"14907 33891 51202 215828 215147 215375",5,2,0.4000
rrc23,2a14:7583:ef52::/48,"58952 33891 51202 215828 215147 215375",5,2,0.4000
rrc23,2a14:ae00:50::/48,"58952 33891 51202 215828 199310 197817",5,2,0.4000
rrc23,2a09:3f04::/30,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a09:3f04::/30,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a09:3f05::/32,"14907 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a09:3f05::/32,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a09:3f05::/32,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a09:3f06::/32,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a09:3f06::/32,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a05:dfc6::/36,"49544 6939 51202 215828 218904 199746",5,2,0.4000
rrc23,2a05:dfc6::/36,"9002 3257 399486 205941 204464 199746",5,2,0.4000
rrc23,2a05:dfc6::/36,"18106 33891 51202 215828 218904 199746",5,2,0.4000
rrc23,2a05:dfc6::/36,"35280 6939 51202 215828 218904 199746",5,2,0.4000
rrc23,2a05:dfc6::/36,"58952 33891 51202 215828 218904 199746",5,2,0.4000
rrc23,2a05:dfc6::/36,"133210 6939 51202 215828 218904 199746",5,2,0.4000
rrc23,2a05:dfc6::/36,"137409 62000 215114 205941 204464 199746",5,2,0.4000
rrc23,2a05:dfc6::/36,"58952 33891 51202 215828 218904 199746",5,2,0.4000
rrc23,2a05:dfc6:1000::/36,"35280 6939 51202 215828 218904 204464",5,2,0.4000
rrc23,2a05:dfc6:2000::/36,"35280 6939 51202 215828 218904 218832",5,2,0.4000
rrc23,2a05:dfc6:1000::/36,"18106 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a05:dfc6:1000::/36,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a05:dfc6:2000::/36,"58952 33891 51202 215828 218904 218832",5,2,0.4000
rrc23,2a05:dfc6:2000::/36,"137409 62000 215114 205941 204464 218832",5,2,0.4000
rrc23,2a05:dfc6:9500::/40,"9002 3257 399486 205941 204464 199746",5,2,0.4000
rrc23,2a05:dfc6:9500::/40,"137409 62000 215114 205941 204464 199746",5,2,0.4000
rrc23,2a07:2486:4e00::/40,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a07:2486:4e00::/40,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a07:2486:4e00::/40,"14907 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a0f:1cc5:2000::/40,"58952 33891 51202 215828 199310 213876",5,2,0.4000
rrc23,2a0f:1cc5:2000::/40,"58952 33891 51202 215828 199310 213876",5,2,0.4000
rrc23,2a14:7580:ec00::/40,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:7580:ec00::/40,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:7580:ec00::/40,"14907 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:7583:e800::/40,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:7583:e800::/40,"14907 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:7583:e800::/40,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a06:1283:bd40::/42,"14907 33891 51202 215828 215147 210796",5,2,0.4000
rrc23,2a06:1283:bd40::/42,"58952 33891 51202 215828 215147 210796",5,2,0.4000
rrc23,2a06:9801:90::/44,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a06:9801:90::/44,"14907 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a06:9801:90::/44,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a06:9801:a0::/44,"14907 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a06:9801:a0::/44,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a09:54c3:a1f0::/44,"58952 33891 51202 215828 215147 210796",5,2,0.4000
rrc23,2a09:54c3:a1f0::/44,"58952 33891 51202 215828 215147 210796",5,2,0.4000
rrc23,2a14:ae00:50::/44,"58952 33891 51202 215828 199310 197817",5,2,0.4000
rrc23,2a0f:6284:4c50::/44,"58952 33891 51202 215828 199310 215502",5,2,0.4000
rrc23,2a0f:6284:4c50::/44,"14907 33891 51202 215828 199310 215502",5,2,0.4000
rrc23,2a12:cb41::/44,"58952 33891 51202 215828 199310 216299",5,2,0.4000
rrc23,2a12:cb41::/44,"58952 33891 51202 215828 199310 216299",5,2,0.4000
rrc23,2a14:ae00:50::/44,"58952 33891 51202 215828 199310 197817",5,2,0.4000
rrc23,2a14:7581:30c0::/44,"58952 33891 51202 215828 199310 207529",5,2,0.4000
rrc23,2a14:7583:ef70::/44,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:7583:ef20::/44,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:7583:ef20::/44,"14907 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:7583:ef20::/44,"58952 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:7583:ef70::/44,"14907 33891 51202 215828 218904 204464",5,2,0.4000
rrc23,2a14:ae00:53::/48,"58952 33891 51202 215828 199310 197817",5,2,0.4000
rrc14,2406:840:9178::/48,"6762 174 207529 210352",3,1,0.3333
rrc14,2a07:e03::/32,"6762 6939 400587 210083",3,1,0.3333
rrc14,2406:840:9178::/48,"199524 174 207529 210352",3,1,0.3333
rrc14,193.57.167.0/24,"19151 137409 207841 44355",3,1,0.3333
rrc14,2a07:e03::/32,"2914 6939 400587 210083",3,1,0.3333
rrc14,2a14:6781:f000::/36,"2914 6204 51202 215828",3,1,0.3333
rrc14,2406:840:3800::/48,"6762 34927 199310 139317",3,1,0.3333
rrc14,2a0e:b107:27f5::/48,"199524 6939 51202 215828",3,1,0.3333
rrc14,185.254.93.0/24,"2914 9121 206375 206119",3,1,0.3333
rrc14,193.36.62.0/24,"2914 9121 206375 206119",3,1,0.3333
rrc14,203.12.31.0/24,"1280 6939 400587 210083",3,1,0.3333
rrc14,2a07:e03::/32,"19151 6939 400587 210083",3,1,0.3333
rrc14,2a12:f284::/32,"2914 6696 2027 209097",3,1,0.3333
rrc14,2a0c:9a40:3200::/40,"6762 35133 52025 34927",3,1,0.3333
rrc14,2001:678:e0c::/48,"6762 174 205684 212783",3,1,0.3333
rrc14,2406:840:2881::/48,"6762 34927 199310 139317",3,1,0.3333
rrc14,2602:f92a:a47d::/48,"199524 174 207529 210352",3,1,0.3333
rrc14,2a0e:b107:27f5::/48,"1280 6939 51202 215828",3,1,0.3333
rrc14,2a13:c8c4:666::/48,"2914 20473 204464 205941",3,1,0.3333
rrc14,185.119.107.0/24,"2914 25091 57118 12307",3,1,0.3333
rrc14,185.233.247.0/24,"2914 9121 206375 206119",3,1,0.3333
rrc14,188.127.34.0/24,"6762 20485 35168 35104",3,1,0.3333
rrc14,191.5.111.0/24,"1280 6939 52564 52935",3,1,0.3333
rrc14,195.144.24.0/24,"199524 6939 213900 210464",3,1,0.3333
rrc14,201.77.191.0/24,"2914 268624 22356 28649",3,1,0.3333
rrc14,2804:3b8c::/32,"19151 16735 61696 266156",3,1,0.3333
rrc14,2a07:e03::/32,"199524 6939 400587 210083",3,1,0.3333
rrc14,2a0e:5c01::/32,"6762 49434 2027 209097",3,1,0.3333
rrc14,2a12:f284::/32,"6762 49434 2027 209097",3,1,0.3333
rrc14,2a05:dfc6:9500::/40,"19151 137409 62000 215114 205941 204464 199746",6,2,0.3333
rrc14,2a06:1283:bd40::/42,"19151 6939 215147 210796",3,1,0.3333
rrc14,2a14:67c1:a100::/44,"6762 6939 207529 210176",3,1,0.3333
rrc14,2001:678:e0c::/48,"2914 174 205684 212783",3,1,0.3333
rrc14,2406:840:410::/48,"6762 34927 199310 139317",3,1,0.3333
rrc14,2406:840:2800::/48,"6762 34927 199310 139317",3,1,0.3333
rrc14,2602:f78a:42::/48,"199524 6939 16909 401507",3,1,0.3333
rrc14,2a07:e00:ac::/48,"19151 6939 400587 210083",3,1,0.3333
rrc14,2a0b:4e07:3b::/48,"19151 6939 400587 210083",3,1,0.3333
rrc14,2a0c:9a40:23be::/48,"6762 35133 52025 34927",3,1,0.3333
rrc14,2a0f:1cc5:f07::/48,"199524 174 207529 210352",3,1,0.3333
rrc14,2a13:c8c4:666::/48,"19151 20473 204464 205941",3,1,0.3333
rrc14,2a14:67c1:b148::/48,"19151 6939 204539 213605",3,1,0.3333
rrc14,185.32.102.0/24,"6762 29467 60132 197133",3,1,0.3333
rrc14,185.119.107.0/24,"19151 25091 57118 12307",3,1,0.3333
rrc14,185.174.21.0/24,"2914 9121 206375 206119",3,1,0.3333
rrc14,185.233.246.0/24,"2914 9121 206375 206119",3,1,0.3333
rrc14,188.0.158.0/24,"2914 9002 35168 35104",3,1,0.3333
rrc14,188.127.33.0/24,"6762 20485 35168 35104",3,1,0.3333
rrc14,188.240.208.0/24,"2914 9002 210917 57142",3,1,0.3333
rrc14,191.5.109.0/24,"1280 6939 52564 52935",3,1,0.3333
rrc14,193.202.121.0/24,"6762 29467 60132 197133",3,1,0.3333
rrc14,195.144.24.0/24,"1280 6939 213900 210464",3,1,0.3333
rrc14,201.77.176.0/24,"2914 268624 22356 28649",3,1,0.3333
rrc14,201.77.189.0/24,"2914 268624 22356 28649",3,1,0.3333
rrc14,217.114.201.0/24,"6762 29467 60132 197133",3,1,0.3333
rrc14,2804:151c::/32,"6939 52564 52935 263371",3,1,0.3333
rrc14,2a06:8a07::/32,"2914 25091 57118 12307",3,1,0.3333
rrc14,2a07:e03::/32,"1280 6939 400587 210083",3,1,0.3333
rrc14,2a0a:3e42::/32,"199524 6939 212514 210152",3,1,0.3333
rrc14,2a12:f283::/32,"6762 49434 2027 209097",3,1,0.3333
rrc14,160.250.225.0/24,"19151 137409 151704 154317",3,1,0.3333
rrc14,2a07:e02:1000::/36,"6762 6939 400587 210083",3,1,0.3333
rrc14,2a14:7583::/39,"2914 6939 213900 210464",3,1,0.3333
rrc14,2a0c:9a40:3200::/40,"2914 35200 52025 34927",3,1,0.3333
rrc14,2a14:7580:c300::/40,"199524 6939 213900 210464",3,1,0.3333
rrc14,2a06:1283:bd40::/42,"199524 6939 215147 210796",3,1,0.3333
rrc14,2602:f92a:230::/44,"6939 216211 44324 53808",3,1,0.3333
rrc14,2a14:67c1:a100::/44,"19151 6939 207529 210176",3,1,0.3333
rrc14,2406:840:80::/47,"6762 34927 199310 139317",3,1,0.3333
rrc14,2001:678:e0c::/48,"199524 174 205684 212783",3,1,0.3333
rrc14,2001:3786:1997::/48,"6939 213900 210464 205563",3,1,0.3333
rrc14,2406:840:3e0::/48,"6762 34927 199310 139317",3,1,0.3333
rrc14,2406:840:841::/48,"6762 34927 199310 139317",3,1,0.3333
rrc14,2406:840:2380::/48,"6762 34927 199310 139317",3,1,0.3333
rrc14,2602:2a3:12::/48,"199524 174 204211 47778",3,1,0.3333
rrc14,2602:f92a:a47d::/48,"6762 174 207529 210352",3,1,0.3333
rrc14,2a07:e00:c::/48,"199524 6939 400587 210083",3,1,0.3333
rrc14,2a07:e00:bc::/48,"19151 6939 400587 210083",3,1,0.3333
rrc14,2a0b:3c40:15::/48,"6939 55285 208258 205406",3,1,0.3333
rrc14,2a0b:4e07:3b::/48,"199524 6939 400587 210083",3,1,0.3333
rrc14,2a0c:9a40:2312::/48,"6762 35133 52025 34927",3,1,0.3333
rrc14,2a0e:b107:27f4::/48,"2914 6204 51202 215828",3,1,0.3333
rrc14,2a0e:b107:27f9::/48,"2914 6204 51202 215828",3,1,0.3333
rrc14,80.91.92.0/24,"2914 9121 206375 206119",3,1,0.3333
rrc14,2a0f:1cc6:b110::/48,"19151 6939 213605 154185",3,1,0.3333
rrc14,2a13:c8c3:cf44::/48,"1280 6939 210464 213900",3,1,0.3333
rrc14,2a14:6781::/48,"2914 6204 51202 215828",3,1,0.3333
rrc14,2a14:7580:ff9c::/48,"1280 6939 205941 214762",3,1,0.3333
rrc14,2a14:7583:ef52::/48,"6762 6939 215147 215375",3,1,0.3333
rrc14,149.50.231.0/24,"2914 9121 206375 206119",3,1,0.3333
rrc14,200.188.208.0/21,"2914 268624 22356 28590",3,1,0.3333
rrc14,185.107.132.0/24,"2914 9121 206375 206119",3,1,0.3333
rrc14,185.119.104.0/24,"6762 25091 57118 12307",3,1,0.3333
rrc14,185.147.159.0/24,"2914 58212 206216 22295",3,1,0.3333
rrc14,185.169.182.0/24,"2914 9121 206375 206119",3,1,0.3333
rrc14,185.195.253.0/24,"2914 9121 206375 206119",3,1,0.3333
rrc14,185.231.67.0/24,"19151 33891 200970 200683",3,1,0.3333
rrc14,188.0.134.0/24,"19151 9002 35168 35104",3,1,0.3333
rrc14,188.0.158.0/24,"19151 9002 35168 35104",3,1,0.3333
rrc14,188.0.159.0/24,"6762 20485 35168 35104",3,1,0.3333
rrc14,188.127.32.0/24,"6762 9002 35168 35104",3,1,0.3333
rrc14,188.127.49.0/24,"19151 9002 35168 35104",3,1,0.3333
rrc14,188.240.208.0/24,"19151 9002 210917 57142",3,1,0.3333
rrc14,189.38.23.0/24,"2914 268624 22356 273436",3,1,0.3333
rrc14,191.5.108.0/24,"1280 6939 52564 52935",3,1,0.3333
rrc14,193.110.210.0/24,"6762 12735 9121 12891",3,1,0.3333
rrc14,193.140.71.0/24,"6762 12735 9121 34478",3,1,0.3333
rrc14,194.145.136.0/24,"2914 9121 206375 206119",3,1,0.3333
rrc14,149.50.233.0/24,"2914 9121 206375 206119",3,1,0.3333
rrc14,191.243.196.0/22,"2914 268624 22356 263511",3,1,0.3333
rrc14,199.250.61.0/24,"1280 6939 394232 396313",3,1,0.3333
rrc14,45.160.0.0/23,"2914 268624 22356 262444",3,1,0.3333
rrc14,201.77.188.0/24,"2914 268624 22356 28649",3,1,0.3333
rrc14,151.244.242.0/24,"2914 268624 22356 199829",3,1,0.3333
rrc14,217.114.203.0/24,"6762 29467 60132 197133",3,1,0.3333
rrc14,2a12:f286::/31,"2914 6696 2027 209097",3,1,0.3333
rrc14,2a12:f286::/31,"6762 49434 2027 209097",3,1,0.3333
rrc14,2804:987c::/32,"6939 28146 53061 275716",3,1,0.3333
rrc14,2a06:8a00::/32,"6762 25091 57118 12307",3,1,0.3333
rrc14,2a07:e01::/32,"2914 6461 400587 210083",3,1,0.3333
rrc14,177.84.110.0/23,"2914 268624 22356 52721",3,1,0.3333
rrc14,191.5.104.0/23,"1280 6939 52564 52935",3,1,0.3333
rrc14,2a0e:5c01::/32,"2914 6696 2027 209097",3,1,0.3333
rrc14,2a12:f281::/32,"2914 6696 2027 209097",3,1,0.3333
rrc14,2a12:f283::/32,"2914 6696 2027 209097",3,1,0.3333
rrc14,185.48.148.0/23,"6762 20485 35168 35104",3,1,0.3333
rrc14,2a07:e02:1000::/36,"1280 6939 400587 210083",3,1,0.3333
rrc14,2a07:e02:1000::/36,"2914 6939 400587 210083",3,1,0.3333
rrc14,2a14:7583::/39,"1280 6939 213900 210464",3,1,0.3333
rrc14,194.69.194.0/23,"6762 29467 60132 197133",3,1,0.3333
rrc14,195.160.166.0/23,"1280 6939 50156 35627",3,1,0.3333
rrc14,2a0c:9a40:2300::/40,"6762 35133 52025 34927",3,1,0.3333
rrc14,2a14:7580:c300::/40,"1280 6939 213900 210464",3,1,0.3333
rrc14,5.182.245.0/24,"2914 9121 206375 206119",3,1,0.3333
rrc14,2a14:7580:c300::/40,"2914 6939 213900 210464",3,1,0.3333
rrc14,2a06:1283:bd40::/42,"1280 6939 215147 210796",3,1,0.3333
rrc14,23.171.128.0/24,"1280 6939 394232 396313",3,1,0.3333
rrc14,23.171.128.0/24,"19151 174 396879 396313",3,1,0.3333
