collector,prefix,as_path,total_hops,protected_hops,fraction_protected
rrc00,92.126.240.0/20,"49673 12389",1,1,1.0000
rrc00,78.132.192.0/20,"49673 12389",1,1,1.0000
rrc00,92.126.128.0/20,"49673 12389",1,1,1.0000
rrc00,2.60.112.0/20,"49673 12389",1,1,1.0000
rrc00,78.132.176.0/20,"49673 12389",1,1,1.0000
rrc00,90.150.240.0/20,"49673 12389",1,1,1.0000
rrc00,92.125.128.0/20,"49673 12389",1,1,1.0000
rrc00,213.210.64.0/19,"49673 12389",1,1,1.0000
rrc00,2.60.96.0/20,"49673 12389",1,1,1.0000
rrc00,31.132.240.0/20,"49673 20485",1,1,1.0000
rrc00,78.110.128.0/20,"204092 34019 3303",2,2,1.0000
rrc00,89.190.224.0/20,"49673 12389",1,1,1.0000
rrc00,90.150.224.0/20,"49673 12389",1,1,1.0000
rrc00,90.151.192.0/20,"49673 12389",1,1,1.0000
rrc00,92.125.48.0/20,"49673 12389",1,1,1.0000
rrc00,213.167.192.0/19,"49673 12389",1,1,1.0000
rrc00,213.200.224.0/19,"204092 34019 3303",2,2,1.0000
rrc00,178.34.64.0/19,"49673 12389",1,1,1.0000
rrc00,217.150.32.0/19,"49673 20485",1,1,1.0000
rrc00,31.47.144.0/20,"49673 12389",1,1,1.0000
rrc00,179.236.160.0/19,"4608 1221 4637",2,2,1.0000
rrc00,46.41.112.0/20,"49673 12389",1,1,1.0000
rrc00,78.81.176.0/20,"49673 12389",1,1,1.0000
rrc00,87.103.144.0/20,"49673 12389",1,1,1.0000
rrc00,89.20.112.0/20,"49673 12389",1,1,1.0000
rrc00,89.248.112.0/20,"49673 12389",1,1,1.0000
rrc00,90.150.208.0/20,"49673 12389",1,1,1.0000
rrc00,90.151.176.0/20,"49673 12389",1,1,1.0000
rrc00,203.1.32.0/19,"4608 7575",1,1,1.0000
rrc00,92.124.240.0/20,"49673 12389",1,1,1.0000
rrc00,212.220.192.0/19,"49673 12389",1,1,1.0000
rrc00,167.130.32.0/19,"4608 4826",1,1,1.0000
rrc00,193.82.128.0/19,"4608 1221 4637",2,2,1.0000
rrc00,213.200.192.0/19,"204092 34019 3303",2,2,1.0000
rrc00,213.3.0.0/16,"204092 34019 3303",2,2,1.0000
rrc00,178.185.0.0/17,"49673 12389",1,1,1.0000
rrc00,176.211.192.0/19,"49673 12389",1,1,1.0000
rrc00,178.45.32.0/19,"49673 12389",1,1,1.0000
rrc00,217.116.128.0/19,"49673 12389",1,1,1.0000
rrc00,31.47.128.0/20,"49673 12389",1,1,1.0000
rrc00,178.67.192.0/19,"49673 12389",1,1,1.0000
rrc00,178.68.32.0/19,"49673 12389",1,1,1.0000
rrc00,178.174.64.0/19,"204092 34019 3303",2,2,1.0000
rrc00,188.17.160.0/19,"49673 12389",1,1,1.0000
rrc00,46.41.96.0/20,"49673 12389",1,1,1.0000
rrc00,77.82.224.0/20,"49673 12389",1,1,1.0000
rrc00,78.81.160.0/20,"49673 12389",1,1,1.0000
rrc00,85.113.208.0/20,"49673 12389",1,1,1.0000
rrc00,86.102.32.0/20,"49673 12389",1,1,1.0000
rrc00,195.16.32.0/19,"49673 3216",1,1,1.0000
rrc00,89.20.96.0/20,"49673 12389",1,1,1.0000
rrc00,5.143.224.0/19,"49673 12389",1,1,1.0000
rrc00,89.204.112.0/20,"49673 12389",1,1,1.0000
rrc00,90.150.176.0/20,"49673 12389",1,1,1.0000
rrc00,90.150.192.0/20,"49673 12389",1,1,1.0000
rrc00,90.151.32.0/20,"49673 12389",1,1,1.0000
rrc00,90.151.128.0/20,"49673 12389",1,1,1.0000
rrc00,202.126.128.0/19,"4608 1221 4637",2,2,1.0000
rrc00,202.174.224.0/19,"4608 4826",1,1,1.0000
rrc00,212.220.224.0/19,"49673 12389",1,1,1.0000
rrc00,92.100.112.0/20,"49673 12389",1,1,1.0000
rrc00,212.48.192.0/19,"49673 12389",1,1,1.0000
rrc00,212.220.32.0/19,"49673 12389",1,1,1.0000
rrc00,92.100.0.0/16,"49673 12389",1,1,1.0000
rrc00,164.128.64.0/19,"204092 34019 3303",2,2,1.0000
rrc00,110.143.0.0/16,"4608 1221",1,1,1.0000
rrc00,178.47.160.0/19,"49673 12389",1,1,1.0000
rrc00,152.98.0.0/16,"4608 7575",1,1,1.0000
rrc00,213.180.160.0/19,"204092 34019 3303",2,2,1.0000
rrc00,188.43.0.0/16,"49673 20485",1,1,1.0000
rrc00,212.243.0.0/16,"204092 34019 3303",2,2,1.0000
rrc00,42.99.128.0/17,"4608 1221 4637",2,2,1.0000
rrc00,93.124.0.0/17,"49673 12389",1,1,1.0000
rrc00,170.205.64.0/19,"204092 34019 3303",2,2,1.0000
rrc00,176.211.160.0/19,"49673 12389",1,1,1.0000
rrc00,95.179.0.0/17,"49673 12389",1,1,1.0000
rrc00,178.44.32.0/19,"49673 12389",1,1,1.0000
rrc00,217.107.224.0/19,"49673 12389",1,1,1.0000
rrc00,178.68.128.0/17,"49673 12389",1,1,1.0000
rrc00,5.140.96.0/20,"49673 12389",1,1,1.0000
rrc00,13.143.32.0/20,"4608 1221 4637",2,2,1.0000
rrc00,37.76.128.0/18,"49673 12389",1,1,1.0000
rrc00,138.44.64.0/18,"4608 7575",1,1,1.0000
rrc00,82.208.64.0/18,"49673 12389",1,1,1.0000
rrc00,92.101.192.0/18,"49673 12389",1,1,1.0000
rrc00,178.69.32.0/19,"49673 12389",1,1,1.0000
rrc00,178.174.32.0/19,"204092 34019 3303",2,2,1.0000
rrc00,95.106.0.0/18,"49673 12389",1,1,1.0000
rrc00,95.84.0.0/18,"49673 12389",1,1,1.0000
rrc00,31.204.96.0/20,"49673 12389",1,1,1.0000
rrc00,46.41.80.0/20,"49673 12389",1,1,1.0000
rrc00,66.200.240.0/20,"4608 1221 4637",2,2,1.0000
rrc00,77.82.208.0/20,"49673 12389",1,1,1.0000
rrc00,78.81.144.0/20,"49673 12389",1,1,1.0000
rrc00,188.18.160.0/19,"49673 12389",1,1,1.0000
rrc00,80.68.0.0/20,"49673 12389",1,1,1.0000
rrc00,81.222.144.0/20,"49673 3216",1,1,1.0000
rrc00,85.175.240.0/20,"49673 12389",1,1,1.0000
rrc00,194.6.160.0/19,"204092 34019 3303",2,2,1.0000
rrc00,178.68.0.0/18,"49673 12389",1,1,1.0000
rrc00,194.154.64.0/19,"49673 3216",1,1,1.0000
rrc00,88.205.240.0/20,"49673 12389",1,1,1.0000
rrc00,195.190.96.0/19,"49673 3216",1,1,1.0000
rrc00,2.60.128.0/19,"49673 12389",1,1,1.0000
rrc00,5.143.64.0/19,"49673 12389",1,1,1.0000
rrc00,65.173.160.0/19,"4608 1221 4637",2,2,1.0000
rrc00,31.180.192.0/19,"49673 12389",1,1,1.0000
rrc00,90.150.144.0/20,"49673 12389",1,1,1.0000
rrc00,90.150.160.0/20,"49673 12389",1,1,1.0000
rrc00,63.172.128.0/19,"4608 1221 4637",2,2,1.0000
rrc00,65.171.32.0/19,"4608 1221 4637",2,2,1.0000
rrc00,90.151.0.0/20,"49673 12389",1,1,1.0000
rrc00,90.151.16.0/20,"49673 12389",1,1,1.0000
rrc00,90.151.48.0/20,"49673 12389",1,1,1.0000
rrc00,90.151.112.0/20,"49673 12389",1,1,1.0000
rrc00,87.251.96.0/19,"49673 12389",1,1,1.0000
rrc00,202.89.160.0/19,"4608 4826",1,1,1.0000
rrc00,202.126.160.0/19,"4608 1221 4637",2,2,1.0000
rrc00,202.158.192.0/19,"4608 7575",1,1,1.0000
rrc00,95.107.64.0/19,"49673 12389",1,1,1.0000
rrc00,207.15.64.0/19,"4608 1221 4637",2,2,1.0000
rrc00,90.189.112.0/20,"49673 12389",1,1,1.0000
rrc00,203.188.128.0/19,"4608 4826",1,1,1.0000
rrc00,212.32.192.0/19,"49673 12389",1,1,1.0000
rrc00,212.44.128.0/19,"49673 3216",1,1,1.0000
rrc00,212.90.192.0/19,"204092 34019 3303",2,2,1.0000
rrc00,212.220.0.0/19,"49673 12389",1,1,1.0000
rrc00,46.61.0.0/16,"49673 12389",1,1,1.0000
rrc00,78.81.0.0/16,"49673 12389",1,1,1.0000
rrc00,91.122.0.0/16,"49673 12389",1,1,1.0000
rrc00,164.128.32.0/19,"204092 34019 3303",2,2,1.0000
rrc00,95.37.0.0/16,"49673 12389",1,1,1.0000
rrc00,110.142.0.0/16,"4608 1221",1,1,1.0000
rrc00,134.159.0.0/16,"4608 1221 4637",2,2,1.0000
rrc00,134.115.0.0/16,"4608 7575",1,1,1.0000
rrc00,139.168.0.0/16,"4608 1221",1,1,1.0000
rrc00,139.134.0.0/16,"4608 1221",1,1,1.0000
rrc00,144.205.0.0/16,"4608 7575",1,1,1.0000
rrc00,213.177.96.0/19,"49673 12389",1,1,1.0000
rrc00,176.51.0.0/16,"49673 12389",1,1,1.0000
rrc00,178.184.0.0/16,"49673 12389",1,1,1.0000
rrc00,195.65.0.0/16,"204092 34019 3303",2,2,1.0000
rrc00,212.220.0.0/16,"49673 12389",1,1,1.0000
rrc00,31.180.0.0/17,"49673 12389",1,1,1.0000
rrc00,37.22.128.0/17,"49673 12389",1,1,1.0000
rrc00,62.202.0.0/17,"204092 34019 3303",2,2,1.0000
rrc00,79.126.0.0/17,"49673 12389",1,1,1.0000
rrc00,93.120.128.0/17,"49673 12389",1,1,1.0000
rrc00,89.204.0.0/17,"49673 12389",1,1,1.0000
rrc00,170.205.96.0/19,"204092 34019 3303",2,2,1.0000
rrc00,176.119.160.0/19,"49673 12389",1,1,1.0000
rrc00,95.53.0.0/17,"49673 12389",1,1,1.0000
rrc00,95.139.128.0/17,"49673 12389",1,1,1.0000
rrc00,146.4.0.0/17,"204092 34019 3303",2,2,1.0000
rrc00,178.44.0.0/19,"49673 12389",1,1,1.0000
rrc00,178.47.64.0/19,"49673 12389",1,1,1.0000
rrc00,217.70.96.0/19,"49673 12389",1,1,1.0000
rrc00,176.210.0.0/17,"49673 12389",1,1,1.0000
rrc00,178.65.128.0/17,"49673 12389",1,1,1.0000
rrc00,180.148.64.0/19,"4608 4826",1,1,1.0000
rrc00,5.140.48.0/20,"49673 12389",1,1,1.0000
rrc00,5.142.128.0/20,"49673 12389",1,1,1.0000
rrc00,13.143.0.0/20,"4608 1221 4637",2,2,1.0000
rrc00,5.141.128.0/18,"49673 12389",1,1,1.0000
rrc00,5.139.0.0/18,"49673 12389",1,1,1.0000
rrc00,31.162.64.0/18,"49673 12389",1,1,1.0000
rrc00,92.124.0.0/18,"49673 12389",1,1,1.0000
rrc00,46.158.128.0/18,"49673 12389",1,1,1.0000
rrc00,61.87.128.0/18,"4608 1221 4637",2,2,1.0000
rrc00,82.142.128.0/18,"49673 3216",1,1,1.0000
rrc00,82.140.192.0/18,"49673 12389",1,1,1.0000
rrc00,178.69.0.0/19,"49673 12389",1,1,1.0000
rrc00,89.113.192.0/18,"49673 3216",1,1,1.0000
rrc00,178.75.96.0/19,"49673 12389",1,1,1.0000
rrc00,178.174.0.0/19,"204092 34019 3303",2,2,1.0000
rrc00,94.241.0.0/18,"49673 12389",1,1,1.0000
rrc00,94.78.192.0/18,"49673 12389",1,1,1.0000
rrc00,95.54.0.0/18,"49673 12389",1,1,1.0000
rrc00,95.83.0.0/18,"49673 12389",1,1,1.0000
rrc00,95.189.64.0/18,"49673 12389",1,1,1.0000
rrc00,31.163.208.0/20,"49673 12389",1,1,1.0000
rrc00,37.79.128.0/20,"49673 12389",1,1,1.0000
rrc00,46.41.64.0/20,"49673 12389",1,1,1.0000
rrc00,46.63.240.0/20,"49673 12389",1,1,1.0000
rrc00,63.161.16.0/20,"4608 1221 4637",2,2,1.0000
rrc00,77.45.192.0/20,"49673 12389",1,1,1.0000
rrc00,77.82.176.0/20,"49673 12389",1,1,1.0000
rrc00,78.36.208.0/20,"49673 12389",1,1,1.0000
rrc00,78.81.128.0/20,"49673 12389",1,1,1.0000
rrc00,120.138.192.0/18,"4608 1221 4637",2,2,1.0000
rrc00,188.18.64.0/19,"49673 12389",1,1,1.0000
rrc00,176.127.0.0/18,"204092 34019 3303",2,2,1.0000
rrc00,80.64.96.0/20,"49673 20764",1,1,1.0000
rrc00,80.95.32.0/20,"49673 12389",1,1,1.0000
rrc00,81.222.112.0/20,"49673 3216",1,1,1.0000
rrc00,85.174.32.0/20,"49673 12389",1,1,1.0000
rrc00,85.175.176.0/20,"49673 12389",1,1,1.0000
rrc00,193.223.32.0/19,"204092 34019 3303",2,2,1.0000
rrc00,176.50.192.0/18,"49673 12389",1,1,1.0000
rrc00,178.34.0.0/18,"49673 12389",1,1,1.0000
rrc00,178.67.192.0/18,"49673 12389",1,1,1.0000
rrc00,178.185.64.0/18,"49673 12389",1,1,1.0000
rrc00,188.133.192.0/18,"49673 12389",1,1,1.0000
rrc00,195.54.0.0/19,"49673 12389",1,1,1.0000
rrc00,88.205.192.0/20,"49673 12389",1,1,1.0000
rrc00,195.112.224.0/19,"49673 12389",1,1,1.0000
rrc00,195.176.192.0/19,"204092 34019 3303",2,2,1.0000
rrc00,213.59.192.0/18,"49673 12389",1,1,1.0000
rrc00,2.60.64.0/19,"49673 12389",1,1,1.0000
rrc00,5.139.64.0/19,"49673 12389",1,1,1.0000
rrc00,5.140.128.0/19,"49673 12389",1,1,1.0000
rrc00,37.79.0.0/19,"49673 12389",1,1,1.0000
rrc00,31.23.224.0/19,"49673 12389",1,1,1.0000
rrc00,31.162.96.0/19,"49673 12389",1,1,1.0000
rrc00,31.163.224.0/19,"49673 12389",1,1,1.0000
rrc00,90.150.0.0/20,"49673 12389",1,1,1.0000
rrc00,90.150.128.0/20,"49673 12389",1,1,1.0000
rrc00,46.61.0.0/19,"49673 12389",1,1,1.0000
rrc00,61.8.32.0/19,"4608 1221 4637",2,2,1.0000
rrc00,62.165.0.0/19,"49673 12389",1,1,1.0000
rrc00,63.164.160.0/19,"4608 1221 4637",2,2,1.0000
rrc00,65.170.224.0/19,"4608 1221 4637",2,2,1.0000
rrc00,65.167.160.0/19,"4608 1221 4637",2,2,1.0000
rrc00,213.129.32.0/19,"49673 12389",1,1,1.0000
rrc00,77.34.224.0/19,"49673 12389",1,1,1.0000
rrc00,78.36.32.0/19,"49673 12389",1,1,1.0000
rrc00,79.104.192.0/19,"49673 3216",1,1,1.0000
rrc00,199.0.0.0/19,"4608 1221 4637",2,2,1.0000
rrc00,83.171.96.0/19,"49673 12389",1,1,1.0000
rrc00,90.151.96.0/20,"49673 12389",1,1,1.0000
rrc00,198.68.128.0/19,"4608 1221 4637",2,2,1.0000
rrc00,85.237.32.0/19,"49673 12389",1,1,1.0000
rrc00,87.229.224.0/19,"49673 3216",1,1,1.0000
rrc00,89.190.224.0/19,"49673 12389",1,1,1.0000
rrc00,202.12.192.0/19,"4608 1221",1,1,1.0000
rrc00,90.188.224.0/19,"49673 12389",1,1,1.0000
rrc00,94.142.0.0/19,"49673 12389",1,1,1.0000
rrc00,92.127.160.0/19,"49673 12389",1,1,1.0000
rrc00,202.128.128.0/19,"4608 1221 4637",2,2,1.0000
rrc00,95.52.64.0/19,"49673 12389",1,1,1.0000
rrc00,95.106.192.0/19,"49673 12389",1,1,1.0000
rrc00,95.188.192.0/19,"49673 12389",1,1,1.0000
rrc00,134.159.96.0/19,"4608 1221 4637",2,2,1.0000
rrc00,90.188.96.0/20,"49673 12389",1,1,1.0000
rrc00,90.189.96.0/20,"49673 12389",1,1,1.0000
rrc00,123.103.192.0/19,"4608 4826",1,1,1.0000
rrc00,203.153.224.0/19,"4608 4826",1,1,1.0000
rrc00,208.9.160.0/19,"4608 1221 4637",2,2,1.0000
rrc00,210.57.96.0/19,"4608 1221 4637",2,2,1.0000
rrc00,212.41.192.0/19,"204092 34019 3303",2,2,1.0000
rrc00,144.224.32.0/19,"4608 1221 4637",2,2,1.0000
rrc00,144.224.64.0/19,"4608 1221 4637",2,2,1.0000
rrc00,212.76.160.0/19,"49673 12389",1,1,1.0000
rrc00,212.117.96.0/19,"204092 34019 3303",2,2,1.0000
rrc00,212.164.128.0/19,"49673 12389",1,1,1.0000
rrc00,37.23.0.0/16,"49673 12389",1,1,1.0000
rrc00,46.14.0.0/16,"204092 34019 3303",2,2,1.0000
rrc00,49.255.0.0/16,"4608 4826",1,1,1.0000
rrc00,62.203.0.0/16,"204092 34019 3303",2,2,1.0000
rrc00,83.77.0.0/16,"204092 34019 3303",2,2,1.0000
rrc00,83.76.0.0/16,"204092 34019 3303",2,2,1.0000
rrc00,83.234.0.0/16,"49673 20485",1,1,1.0000
rrc00,188.128.0.0/17,"49673 12389",1,1,1.0000
rrc00,92.106.0.0/16,"204092 34019 3303",2,2,1.0000
rrc00,95.32.0.0/16,"49673 12389",1,1,1.0000
rrc00,95.167.0.0/16,"49673 12389",1,1,1.0000
rrc00,109.184.0.0/16,"49673 12389",1,1,1.0000
rrc00,128.71.0.0/16,"49673 3216",1,1,1.0000
rrc00,134.148.0.0/16,"4608 7575",1,1,1.0000
rrc00,130.56.0.0/16,"4608 7575",1,1,1.0000
rrc00,132.234.0.0/16,"4608 7575",1,1,1.0000
rrc00,137.147.0.0/16,"4608 1221",1,1,1.0000
rrc00,138.44.0.0/16,"4608 7575",1,1,1.0000
rrc00,138.190.0.0/16,"204092 34019 3303",2,2,1.0000
rrc00,139.130.0.0/16,"4608 1221",1,1,1.0000
rrc00,143.238.0.0/16,"4608 1221",1,1,1.0000
rrc00,144.140.0.0/16,"4608 1221",1,1,1.0000
rrc00,147.69.0.0/16,"4608 1221",1,1,1.0000
rrc00,213.24.0.0/16,"49673 12389",1,1,1.0000
rrc00,165.228.0.0/16,"4608 1221",1,1,1.0000
rrc00,176.50.0.0/16,"49673 12389",1,1,1.0000
rrc00,176.211.0.0/16,"49673 12389",1,1,1.0000
rrc00,178.67.0.0/16,"49673 12389",1,1,1.0000
rrc00,188.62.0.0/16,"204092 34019 3303",2,2,1.0000
rrc00,194.209.0.0/16,"204092 34019 3303",2,2,1.0000
rrc00,195.239.0.0/16,"49673 3216",1,1,1.0000
rrc00,212.164.0.0/16,"49673 12389",1,1,1.0000
rrc00,5.137.0.0/17,"49673 12389",1,1,1.0000
rrc00,31.23.128.0/17,"49673 12389",1,1,1.0000
rrc00,31.181.128.0/17,"49673 12389",1,1,1.0000
rrc00,37.22.0.0/17,"49673 12389",1,1,1.0000
rrc00,46.48.128.0/17,"49673 12389",1,1,1.0000
rrc00,61.9.128.0/17,"4608 1221",1,1,1.0000
rrc00,62.203.128.0/17,"204092 34019 3303",2,2,1.0000
rrc00,79.104.0.0/17,"49673 3216",1,1,1.0000
rrc00,81.9.0.0/17,"49673 3216",1,1,1.0000
rrc00,84.42.0.0/17,"49673 12389",1,1,1.0000
rrc00,88.147.128.0/17,"49673 12389",1,1,1.0000
rrc00,89.112.128.0/17,"49673 3216",1,1,1.0000
rrc00,92.252.128.0/17,"49673 12389",1,1,1.0000
rrc00,91.122.0.0/17,"49673 12389",1,1,1.0000
rrc00,92.127.128.0/17,"49673 12389",1,1,1.0000
rrc00,92.127.0.0/17,"49673 12389",1,1,1.0000
rrc00,95.37.0.0/17,"49673 12389",1,1,1.0000
rrc00,95.52.128.0/17,"49673 12389",1,1,1.0000
rrc00,95.55.0.0/17,"49673 12389",1,1,1.0000
rrc00,95.107.0.0/17,"49673 12389",1,1,1.0000
rrc00,95.189.128.0/17,"49673 12389",1,1,1.0000
rrc00,144.130.0.0/17,"4608 1221",1,1,1.0000
rrc00,109.184.128.0/17,"49673 12389",1,1,1.0000
rrc00,178.34.96.0/19,"49673 12389",1,1,1.0000
rrc00,178.46.32.0/19,"49673 12389",1,1,1.0000
rrc00,178.46.224.0/19,"49673 12389",1,1,1.0000
rrc00,213.228.64.0/19,"49673 12389",1,1,1.0000
rrc00,217.18.128.0/19,"49673 12389",1,1,1.0000
rrc00,176.127.128.0/17,"204092 34019 3303",2,2,1.0000
rrc00,176.209.128.0/17,"49673 12389",1,1,1.0000
rrc00,178.44.128.0/17,"49673 12389",1,1,1.0000
rrc00,178.65.0.0/17,"49673 12389",1,1,1.0000
rrc00,213.3.0.0/17,"204092 34019 3303",2,2,1.0000
rrc00,178.68.0.0/19,"49673 12389",1,1,1.0000
rrc00,2.60.240.0/20,"49673 12389",1,1,1.0000
rrc00,5.140.32.0/20,"49673 12389",1,1,1.0000
rrc00,5.140.112.0/20,"49673 12389",1,1,1.0000
rrc00,5.141.64.0/20,"49673 12389",1,1,1.0000
rrc00,5.142.144.0/20,"49673 12389",1,1,1.0000
rrc00,5.143.208.0/20,"49673 12389",1,1,1.0000
rrc00,2.63.0.0/18,"49673 12389",1,1,1.0000
rrc00,2.60.0.0/18,"49673 12389",1,1,1.0000
rrc00,5.137.128.0/18,"49673 12389",1,1,1.0000
rrc00,5.137.192.0/18,"49673 12389",1,1,1.0000
rrc00,5.142.128.0/18,"49673 12389",1,1,1.0000
rrc00,31.162.0.0/18,"49673 12389",1,1,1.0000
rrc00,31.163.128.0/18,"49673 12389",1,1,1.0000
rrc00,37.21.192.0/18,"49673 12389",1,1,1.0000
rrc00,46.48.192.0/18,"49673 12389",1,1,1.0000
rrc00,46.158.64.0/18,"49673 12389",1,1,1.0000
rrc00,46.158.192.0/18,"49673 12389",1,1,1.0000
rrc00,61.14.128.0/18,"4608 1221 4637",2,2,1.0000
rrc00,78.29.64.0/18,"49673 12389",1,1,1.0000
rrc00,77.106.0.0/18,"49673 12389",1,1,1.0000
rrc00,78.81.128.0/18,"49673 12389",1,1,1.0000
rrc00,79.126.64.0/18,"49673 12389",1,1,1.0000
rrc00,83.171.64.0/18,"49673 12389",1,1,1.0000
rrc00,92.101.128.0/18,"49673 12389",1,1,1.0000
rrc00,85.15.128.0/18,"49673 12389",1,1,1.0000
rrc00,89.110.0.0/18,"49673 12389",1,1,1.0000
rrc00,89.239.128.0/18,"49673 12389",1,1,1.0000
rrc00,178.75.64.0/19,"49673 12389",1,1,1.0000
rrc00,92.49.128.0/18,"49673 12389",1,1,1.0000
rrc00,91.147.0.0/18,"49673 12389",1,1,1.0000
rrc00,92.124.128.0/18,"49673 12389",1,1,1.0000
rrc00,92.127.192.0/18,"49673 12389",1,1,1.0000
rrc00,93.177.0.0/18,"49673 12389",1,1,1.0000
rrc00,94.28.192.0/18,"49673 12389",1,1,1.0000
rrc00,95.37.0.0/18,"49673 12389",1,1,1.0000
rrc00,95.52.64.0/18,"49673 12389",1,1,1.0000
rrc00,95.70.0.0/18,"49673 12389",1,1,1.0000
rrc00,95.71.192.0/18,"49673 12389",1,1,1.0000
rrc00,95.152.64.0/18,"204092 34019 3303",2,2,1.0000
rrc00,95.189.0.0/18,"49673 12389",1,1,1.0000
rrc00,95.191.192.0/18,"49673 12389",1,1,1.0000
rrc00,31.163.192.0/20,"49673 12389",1,1,1.0000
rrc00,37.76.160.0/20,"49673 12389",1,1,1.0000
rrc00,37.77.32.0/20,"204092 34019 44530",2,2,1.0000
rrc00,37.79.208.0/20,"49673 12389",1,1,1.0000
rrc00,46.22.192.0/20,"204092 34019 30781",2,2,1.0000
rrc00,46.48.144.0/20,"49673 12389",1,1,1.0000
rrc00,46.63.208.0/20,"49673 12389",1,1,1.0000
rrc00,46.237.16.0/20,"49673 12389",1,1,1.0000
rrc00,62.165.16.0/20,"49673 12389",1,1,1.0000
rrc00,77.34.32.0/20,"49673 12389",1,1,1.0000
rrc00,77.41.144.0/20,"49673 3216",1,1,1.0000
rrc00,77.82.16.0/20,"49673 12389",1,1,1.0000
rrc00,77.82.160.0/20,"49673 12389",1,1,1.0000
rrc00,77.82.240.0/20,"49673 12389",1,1,1.0000
rrc00,77.246.80.0/20,"204092 34019 30781",2,2,1.0000
rrc00,78.37.48.0/20,"49673 12389",1,1,1.0000
rrc00,109.126.192.0/18,"49673 12389",1,1,1.0000
rrc00,109.164.192.0/18,"204092 34019 3303",2,2,1.0000
rrc00,116.212.192.0/18,"4608 4826",1,1,1.0000
rrc00,188.17.224.0/19,"49673 12389",1,1,1.0000
rrc00,128.70.64.0/18,"49673 3216",1,1,1.0000
rrc00,141.132.128.0/18,"4608 7575",1,1,1.0000
rrc00,141.132.64.0/18,"4608 7575",1,1,1.0000
rrc00,194.150.128.0/19,"49673 12389",1,1,1.0000
rrc00,79.141.208.0/20,"49673 20764",1,1,1.0000
rrc00,80.75.192.0/20,"204092 34019 3303",2,2,1.0000
rrc00,80.94.144.0/20,"204092 34019 3303",2,2,1.0000
rrc00,81.9.112.0/20,"49673 3216",1,1,1.0000
rrc00,81.27.240.0/20,"49673 20764",1,1,1.0000
rrc00,194.85.128.0/19,"49673 3216",1,1,1.0000
rrc00,85.173.192.0/20,"49673 12389",1,1,1.0000
rrc00,85.175.16.0/20,"49673 12389",1,1,1.0000
rrc00,85.175.128.0/20,"49673 12389",1,1,1.0000
rrc00,176.51.0.0/18,"49673 12389",1,1,1.0000
rrc00,193.222.64.0/19,"204092 34019 3303",2,2,1.0000
rrc00,176.49.0.0/18,"49673 12389",1,1,1.0000
rrc00,176.49.192.0/18,"49673 12389",1,1,1.0000
rrc00,176.127.192.0/18,"204092 34019 3303",2,2,1.0000
rrc00,176.209.192.0/18,"49673 12389",1,1,1.0000
rrc00,178.35.64.0/18,"49673 12389",1,1,1.0000
rrc00,178.67.128.0/18,"49673 12389",1,1,1.0000
rrc00,178.166.128.0/18,"49673 12389",1,1,1.0000
rrc00,178.185.0.0/18,"49673 12389",1,1,1.0000
rrc00,188.114.0.0/18,"49673 12389",1,1,1.0000
rrc00,188.113.0.0/18,"49673 12389",1,1,1.0000
rrc00,195.46.160.0/19,"49673 3216",1,1,1.0000
rrc00,195.46.96.0/19,"49673 12389",1,1,1.0000
rrc00,87.103.240.0/20,"49673 12389",1,1,1.0000
rrc00,87.229.208.0/20,"49673 3216",1,1,1.0000
rrc00,203.58.64.0/18,"4608 1221",1,1,1.0000
rrc00,203.27.128.0/18,"4608 1221",1,1,1.0000
rrc00,195.144.32.0/19,"204092 34019 3303",2,2,1.0000
rrc00,195.176.128.0/19,"204092 34019 3303",2,2,1.0000
rrc00,212.57.128.0/18,"49673 12389",1,1,1.0000
rrc00,212.220.128.0/18,"49673 12389",1,1,1.0000
rrc00,213.228.64.0/18,"49673 12389",1,1,1.0000
rrc00,217.107.128.0/18,"49673 12389",1,1,1.0000
rrc00,5.136.32.0/19,"49673 12389",1,1,1.0000
rrc00,5.138.96.0/19,"49673 12389",1,1,1.0000
rrc00,5.139.160.0/19,"49673 12389",1,1,1.0000
rrc00,5.140.64.0/19,"49673 12389",1,1,1.0000
rrc00,31.23.32.0/19,"49673 12389",1,1,1.0000
rrc00,37.76.128.0/19,"49673 12389",1,1,1.0000
rrc00,31.23.96.0/19,"49673 12389",1,1,1.0000
rrc00,31.23.192.0/19,"49673 12389",1,1,1.0000
rrc00,31.134.224.0/19,"49673 20485",1,1,1.0000
rrc00,31.162.64.0/19,"49673 12389",1,1,1.0000
rrc00,31.163.32.0/19,"49673 12389",1,1,1.0000
rrc00,31.163.128.0/19,"49673 12389",1,1,1.0000
rrc00,37.79.96.0/19,"49673 12389",1,1,1.0000
rrc00,89.250.160.0/20,"49673 12389",1,1,1.0000
rrc00,90.150.48.0/20,"49673 12389",1,1,1.0000
rrc00,90.150.112.0/20,"49673 12389",1,1,1.0000
rrc00,46.38.0.0/19,"49673 20485",1,1,1.0000
rrc00,46.48.224.0/19,"49673 12389",1,1,1.0000
rrc00,46.61.96.0/19,"49673 12389",1,1,1.0000
rrc00,61.8.0.0/19,"4608 1221",1,1,1.0000
rrc00,62.105.0.0/19,"49673 12389",1,1,1.0000
rrc00,62.148.224.0/19,"49673 12389",1,1,1.0000
rrc00,62.231.0.0/19,"49673 3216",1,1,1.0000
rrc00,63.161.224.0/19,"4608 1221 4637",2,2,1.0000
