asn,name,cc,cone,verdict,apnic_score,dirty_feeds,total_feeds,atlas_result,apnic_stdev,apnic_min90,apnic_max90,regression
6939,Hurricane Electric LLC,US,80006,CORE: ACTIVE PROTECTOR,100.0,0,0,,0.4,98.2,99.9,False
3356,Lumen (Level 3),US,73731,CORE: ACTIVE PROTECTOR,97.22,0,0,,1.1,95.1,99.4,False
174,"Cogent Communications, LLC",US,73560,CORE: ACTIVE PROTECTOR,99.19,0,0,,4.8,78.7,96.1,False
6461,Zayo Bandwidth,US,71623,CORE: ACTIVE PROTECTOR,1.66,0,0,,5.9,0.2,24.5,True
1299,Arelion (fka. Telia Carrier),SE,71086,CORE: ACTIVE PROTECTOR,100.0,0,0,,0.0,100.0,100.0,False
2914,"NTT America, Inc.",US,68563,CORE: ACTIVE PROTECTOR,98.04,0,0,,7.9,68.4,98.9,False
3257,GTT Communications Inc.,US,68432,CORE: ACTIVE PROTECTOR,97.22,0,0,,12.3,50.5,99.1,False
6453,TATA Communications (America) Inc,US,67382,CORE: ACTIVE PROTECTOR,-1.0,0,0,,0.0,100.0,100.0,False
7018,"AT&T Enterprises, LLC",US,67122,CORE: ACTIVE PROTECTOR,10.16,0,0,,16.9,6.7,62.0,True
3320,Deutsche Telekom AG,DE,66965,CORE: ACTIVE PROTECTOR,99.51,0,0,,0.1,99.4,99.8,False
3491,PCCW Global (HK) Ltd.,HK,66961,CORE: ACTIVE PROTECTOR,100.0,0,0,,30.3,14.8,100.0,True
4637,Telstra International Limited,HK,66936,CORE: ACTIVE PROTECTOR,100.0,0,0,,34.6,0.0,100.0,False
701,Verizon Business,US,66715,CORE: ACTIVE PROTECTOR,99.37,0,0,,0.2,99.1,99.8,False
6762,Telecom Italia Sparkle (Seabone),IT,64955,CORE: ACTIVE PROTECTOR,-1.0,0,0,,1.9,93.5,100.0,False
4809,China Telecom Next Generation Carrier Network,CN,64883,CORE: ACTIVE PROTECTOR,0.16,0,0,,0.9,0.2,4.7,True
24482,SG.GS,SG,64668,ACTIVE LOCAL ROV,-1.0,0,7,,1.0,96.7,100.0,False
12956,Telxius (Telefonica Global),ES,59644,CORE: ACTIVE PROTECTOR,-1.0,0,0,,4.5,86.9,100.0,False
1273,Vodafone Group PLC,EU,56947,CORE: ACTIVE PROTECTOR,94.41,0,0,,-1.0,-1.0,-1.0,False
6830,Liberty Global Europe Holding B.V.,NL,56800,CORE: ACTIVE PROTECTOR,99.74,0,0,,4.9,79.2,95.5,False
5511,Orange S.A.,FR,56686,CORE: ACTIVE PROTECTOR,100.0,0,0,,2.5,90.3,100.0,False
4134,China Telecom Backbone,CN,50788,CORE: UNPROTECTED,0.15,0,0,,0.5,0.2,2.2,False
37721,Virtual Technologies & Solutions,BF,50259,REGRESSED,0.83,0,15,,5.6,0.0,23.5,True
4837,China Unicom Backbone,CN,48116,CORE: UNPROTECTED,0.36,0,0,,0.5,0.3,2.6,False
9002,RETN Limited,GB,46326,PARTIAL: VULNERABLE (Mixed),-1.0,1,16,,4.4,84.2,100.0,False
17639,Converge ICT Solutions Inc.,PH,43286,REGRESSED,0.38,0,10,,17.8,0.4,67.1,True
33891,Core-Backbone GmbH,DE,36364,PARTIAL: VULNERABLE (Mixed),-1.0,1,10,,2.5,92.5,100.0,False
48362,Stadtwerke Feldkirch,AT,35887,REGRESSED,-1.0,0,3,,7.3,0.0,26.7,True
34549,meerfarbig GmbH & Co. KG,DE,34653,PASSIVE (Clean Pipe),-1.0,0,9,,4.2,0.0,15.6,False
35280,F5 Networks SARL,FR,34243,ACTIVE LOCAL ROV,-1.0,0,9,,-1.0,-1.0,-1.0,False
20485,TransTeleCom JSC,RU,34017,PARTIAL: VULNERABLE (Mixed),-1.0,2,11,,1.2,1.7,6.5,False
34927,iFog GmbH,CH,34017,PASSIVE (Clean Pipe),-1.0,0,7,,2.6,0.0,6.1,False
48185,team.blue NV,BE,30588,PASSIVE (Clean Pipe),-1.0,0,6,,-1.0,-1.0,-1.0,False
29632,Netassist International EOOD,DE,30481,PASSIVE (Clean Pipe),-1.0,0,5,,-1.0,-1.0,-1.0,False
50673,Serverius Holding B.V.,NL,28443,PASSIVE (Clean Pipe),-1.0,0,6,,15.5,0.0,60.5,False
12779,IT.Gate S.p.A.,IT,28249,PARTIAL: VULNERABLE (Mixed),-1.0,1,6,,1.1,96.2,100.0,False
34019,Hivane Association,FR,27269,ACTIVE LOCAL ROV,-1.0,0,2,,-1.0,-1.0,-1.0,False
3216,Vimpelcom PJSC,RU,26727,REGRESSED,-1.0,0,9,,20.0,0.0,68.6,True
7922,"Comcast Cable Communications, LLC",US,24720,CORE: ACTIVE PROTECTOR,99.61,0,0,,0.1,99.6,99.9,False
50300,CustodianDC Limited,GB,22960,PASSIVE (Clean Pipe),-1.0,0,6,,0.1,0.0,0.4,False
20473,"The Constant Company, LLC",US,20592,ACTIVE LOCAL ROV,99.77,0,9,,0.9,96.6,99.9,False
56662,Marcin Gondek,PL,16975,PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
15830,"Equinix, Inc.",NL,15000,REGRESSED,0.0,0,9,,9.6,1.8,45.2,True
50304,Blix Solutions AS,NO,14780,ACTIVE LOCAL ROV,12.04,0,3,,6.7,0.0,27.5,False
56655,Gigahost AS,NO,14292,ACTIVE LOCAL ROV,95.31,0,3,,3.9,81.1,98.6,False
212024,Marc Schmitt,FR,13405,PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
1836,green.ch AG,CH,13001,REGRESSED,0.0,1,8,,19.5,0.0,70.6,True
12389,Rostelecom PJSC,RU,12968,PARTIAL: VULNERABLE (Mixed),0.0,2,11,,15.2,0.5,67.4,True
20766,"Association ""Gitoyen""",FR,12491,PASSIVE (Clean Pipe),-1.0,0,3,,5.4,6.7,22.6,False
20764,CJSC RASCOM,RU,9321,ACTIVE LOCAL ROV,-1.0,0,4,,0.6,0.6,3.1,False
49673,Truenetwork LLC,RU,9213,PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
8218,Zayo Europe,FR,9085,ACTIVE LOCAL ROV,100.0,0,4,,2.3,92.0,100.0,False
3303,Swisscom (Schweiz) AG,CH,8966,PARTIAL: VULNERABLE (Mixed),99.81,2,17,,0.1,99.6,99.9,False
7575,Australian Academic and Research Network (AARNet),AU,8237,ACTIVE LOCAL ROV,99.77,0,9,,0.6,97.7,100.0,False
208972,GIBIRNet Iletisim,TR,8210,VOLATILE,94.34,0,4,,20.6,47.6,96.0,False
38001,NewMedia Express Pte. Ltd.,SG,7856,REGRESSED,0.87,0,8,,5.7,0.0,22.4,True
9498,Bharti Airtel Ltd.,IN,6974,REGRESSED,1.01,0,11,,10.5,0.5,43.0,True
1103,SURF B.V.,NL,6347,PARTIAL: VULNERABLE (Mixed),100.0,1,7,,0.1,99.7,100.0,False
8220,COLT,GB,6289,ACTIVE LOCAL ROV,96.72,0,11,,2.0,90.8,99.6,False
49559,A-Systems Sp. z o.o.,PL,5817,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0,False
52468,UFINET PANAMA S.A.,PA,5643,PASSIVE (Clean Pipe),3.5,0,8,,14.5,0.0,47.7,False
31500,Global Network Management Inc,AG,5245,PASSIVE (Clean Pipe),-1.0,0,7,,-1.0,-1.0,-1.0,False
13030,Init7 (Switzerland) Ltd.,CH,5181,PARTIAL: VULNERABLE (Mixed),0.38,1,9,,18.0,0.0,67.7,True
8359,MTS PJSC,RU,4789,PASSIVE (Clean Pipe),-1.0,0,5,,13.3,0.0,51.2,False
6696,VERIXI SA,BE,4759,REGRESSED,0.0,0,5,,18.4,0.0,65.9,True
58057,Securebit AG,CH,4502,PASSIVE (Clean Pipe),-1.0,0,11,,0.0,0.0,0.0,False
38255,China Education and Research Network (CERNET),CN,4183,PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
29075,IELO-LIAZO SERVICES SAS,FR,4143,ACTIVE LOCAL ROV,97.95,0,7,,1.6,92.9,100.0,False
204092,Association GRIFON,FR,3871,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,,-1.0,-1.0,-1.0,False
22652,Videotron Ltee,CA,3634,REGRESSED,2.27,0,4,,14.1,0.1,55.0,True
32787,Akamai (Prolexic),US,3535,PASSIVE (Clean Pipe),-1.0,0,15,,3.8,6.3,23.3,False
9930,TIME dotCom Bhd,MY,3334,VOLATILE,0.23,0,8,,12.4,0.2,48.5,True
7713,PT Telkom Indonesia Tbk,ID,3221,REGRESSED,0.67,0,10,,9.5,0.6,38.2,True
8966,Etisalat (E&),AE,3180,REGRESSED,0.15,0,13,,9.9,0.1,38.1,True
31133,MegaFon PJSC,RU,3149,ACTIVE LOCAL ROV,-1.0,0,6,,10.4,0.0,33.3,False
394256,Tech Futures Interactive Inc.,CA,3027,VOLATILE,-1.0,0,3,,20.4,28.0,100.0,False
9808,China Mobile Backbone,CN,2761,CORE: UNPROTECTED,0.43,0,0,,0.5,0.4,2.6,False
12859,BIT BV,NL,2736,ACTIVE LOCAL ROV,100.0,0,4,,0.0,100.0,100.0,False
5405,Inter.link GmbH,DE,2714,PARTIAL: VULNERABLE (Mixed),-1.0,2,12,,1.4,96.0,100.0,False
58453,China Mobile International,HK,2602,PARTIAL: VULNERABLE (Mixed),0.1,2,15,,4.1,0.1,15.7,False
4755,TATA Communications (formerly VSNL),IN,2482,REGRESSED,4.34,0,1,,13.4,2.0,55.7,True
9304,HGC Global Communications Limited,HK,2406,REGRESSED,0.41,2,15,,12.1,0.2,47.4,True
401753,BIXCE Inc,VG,2378,PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
852,TELUS Communications Inc.,CA,2202,ACTIVE LOCAL ROV,99.79,0,9,,0.0,99.7,99.9,False
42708,Glesys AB,SE,2169,REGRESSED,0.0,3,7,,18.9,0.0,64.0,True
16735,Algar Telecom,BR,1979,ACTIVE LOCAL ROV,94.4,0,4,,1.2,91.6,96.6,False
14840,BR.DIGITAL ,BR,1924,VOLATILE,0.69,0,7,,10.1,0.4,39.6,True
1764,Next Layer Telecommunications,AT,1907,PARTIAL: VULNERABLE (Mixed),98.23,1,9,,1.4,93.9,100.0,False
7195,EdgeUno,CO,1856,PARTIAL: VULNERABLE (Mixed),92.41,2,8,,3.8,85.0,100.0,False
52025,ParadoxNetworks Limited,GB,1785,PARTIAL: VULNERABLE (Mixed),-1.0,1,7,,-1.0,-1.0,-1.0,False
53062,GGNET TELECOMUNICACOES LTDA,BR,1733,REGRESSED,0.78,0,4,,12.4,0.1,48.5,True
64073,Vetta Group,NZ,1689,REGRESSED,0.0,0,4,,18.7,0.0,72.6,True
50628,Leonix Telecom SAS,FR,1685,PASSIVE (Clean Pipe),-1.0,0,5,,3.2,81.2,100.0,False
20562,Open Peering (Broadband Hosting B.V.),NL,1655,PASSIVE (Clean Pipe),-1.0,0,8,,-1.0,-1.0,-1.0,False
9929,China Unicom Industrial Internet Backbone,CN,1603,REGRESSED,0.0,0,0,,11.5,0.0,38.2,True
14907,Wikimedia Foundation Inc.,US,1416,ACTIVE LOCAL ROV,-1.0,0,14,,-1.0,-1.0,-1.0,False
57304,RETN Russia,RU,1414,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0,False
201054,Stowarzyszenie e-Poludnie,PL,1348,PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
29504,"Freenet Liberec, z.s.",CZ,1345,PASSIVE (Clean Pipe),-1.0,0,2,,10.4,0.0,37.5,False
58717,Summit Communications Ltd,BD,1293,REGRESSED,0.28,0,7,,8.8,0.2,36.2,True
21859,Zenlayer Inc,US,1282,PARTIAL: VULNERABLE (Mixed),0.0,2,15,,6.3,11.3,37.6,False
1031,PEER 1031 LLC,US,1274,PASSIVE (Clean Pipe),-1.0,0,5,,-1.0,-1.0,-1.0,False
14789,"Cloudflare, Inc.",US,1197,VULNERABLE,0.0,2,2,,0.0,0.0,0.0,False
46887,Zayo (fka. Crown Castle),US,1182,PASSIVE (Clean Pipe),2.36,0,2,,6.1,1.8,26.5,False
8447,A1 Telekom Austria AG,AT,1179,PARTIAL: VULNERABLE (Mixed),0.03,1,9,,17.3,0.0,63.0,True
4766,Korea Telecom,KR,1142,PARTIAL: VULNERABLE (Mixed),0.02,2,16,,12.7,0.0,48.9,True
4230,Claro (Embratel),BR,1082,ACTIVE LOCAL ROV,31.34,0,9,,12.1,1.5,45.4,False
59919,Brainbox S.r.l.,IT,1057,REGRESSED,0.86,0,2,,13.9,0.0,52.9,True
202365,Chronos,TR,1028,PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
50629,LWLcom GmbH,DE,993,ACTIVE LOCAL ROV,99.51,0,9,,1.1,95.3,100.0,False
137409,GSL Networks Pty LTD,AU,970,ACTIVE LOCAL ROV,99.84,0,9,,1.9,92.2,99.8,False
1257,Tele2 Sverige AB,EU,953,PARTIAL: VULNERABLE (Mixed),99.83,1,14,,-1.0,-1.0,-1.0,False
9049,"JSC ""ER-Telecom Holding""",RU,951,PASSIVE (Clean Pipe),-1.0,0,5,,0.7,0.0,3.2,False
37468,Angola Cables,AO,907,PARTIAL: VULNERABLE (Mixed),6.22,1,13,,5.3,1.0,28.1,False
13786,"Seaborn (Seabras USA, LLC)",US,894,PARTIAL: VULNERABLE (Mixed),-1.0,1,8,,9.1,0.0,25.7,False
35598,INETCOM CARRIER LLC,RU,893,PARTIAL: VULNERABLE (Mixed),-1.0,1,6,,1.5,0.0,3.3,False
23764,China Telecom Global,HK,884,PARTIAL: VULNERABLE (Mixed),0.0,2,19,,2.3,0.0,10.6,False
4826,Vocus Connect International Backbone,AU,873,ACTIVE LOCAL ROV,99.51,0,7,,1.0,95.8,100.0,False
31543,myNet GmbH,AT,783,REGRESSED,0.0,1,4,,18.0,0.0,65.3,True
4635,HKIX Route Servers,HK,768,PARTIAL: VULNERABLE (Mixed),-1.0,2,6,,-1.0,-1.0,-1.0,False
3223,Voxility LLP,GB,744,REGRESSED,1.79,1,12,,16.0,0.0,73.7,True
61832,Giga+ Empresas,BR,738,REGRESSED,0.19,0,3,,9.3,0.0,36.4,True
60068,Datacamp Limited (CDN77 / DataPacket),GB,738,PARTIAL: VULNERABLE (Mixed),0.2,1,18,,21.0,0.0,83.9,True
25091,IP-Max SA,CH,732,PASSIVE (Clean Pipe),-1.0,0,10,,0.0,0.0,0.0,False
136106,PT Mega Akses Persada,ID,726,PASSIVE (Clean Pipe),0.0,0,6,,8.8,0.0,35.1,False
12741,Netia SA,PL,720,REGRESSED,3.32,0,5,,9.9,2.7,43.0,True
62255,BiMajLink d.o.o.,SI,690,PARTIAL: VULNERABLE (Mixed),-1.0,1,4,,-1.0,-1.0,-1.0,False
37100,SEACOM Limited,MU,676,ACTIVE LOCAL ROV,88.8,0,10,,0.1,97.2,97.7,False
577,Bell Canada,CA,675,ACTIVE LOCAL ROV,99.7,0,14,,0.0,99.7,99.9,False
23520,"Columbus Networks USA, Inc.",US,647,PARTIAL: VULNERABLE (Mixed),0.45,1,7,,1.2,0.0,5.5,False
4800,PT Aplikanusa Lintasarta,ID,630,REGRESSED,0.83,0,7,,10.0,0.3,40.2,True
6327,Shaw Communications,CA,611,PARTIAL: VULNERABLE (Mixed),0.1,2,12,,18.3,0.1,65.7,True
18229,CtrlS,IN,584,REGRESSED,0.39,1,1,,11.4,0.0,44.3,True
9583,Sify Limited,IN,571,PASSIVE (Clean Pipe),71.29,0,7,,26.2,0.3,78.1,False
9318,SK Broadband Co Ltd,KR,560,PARTIAL: VULNERABLE (Mixed),0.14,1,10,,10.0,0.1,39.4,True
50263,A-Systems Sp. z o.o.,PL,559,PARTIAL: VULNERABLE (Mixed),-1.0,1,8,,-1.0,-1.0,-1.0,False
30844,Liquid Intelligent Technologies ,GB,556,PASSIVE (Clean Pipe),0.59,0,10,,7.9,0.0,31.2,False
20804,Exatel S.A.,PL,550,REGRESSED,0.6,0,5,,10.6,0.1,42.3,True
61568,ALOO TELECOM - FSF TECNOLOGIA SA,BR,545,REGRESSED,3.1,0,4,,9.3,1.6,41.1,True
28917,"Fiord Networks, UAB",LT,543,PARTIAL: VULNERABLE (Mixed),-1.0,1,7,,-1.0,-1.0,-1.0,False
1221,Telstra Limited,AU,540,ACTIVE LOCAL ROV,99.71,0,3,,0.1,99.6,99.9,False
22773,Cox Communications Inc.,US,527,ACTIVE LOCAL ROV,99.67,0,4,,0.1,99.6,99.9,False
16276,OVH SAS,FR,522,VOLATILE,0.71,0,15,,7.6,1.9,33.4,True
23947,PT Mora Telematika Indonesia Tbk,ID,504,VOLATILE,-1.0,0,5,,9.0,0.0,34.2,True
37662,West Indian Ocean Cable Company (WIOCC),MU,502,PARTIAL: VULNERABLE (Mixed),0.29,2,8,,2.4,0.0,13.3,False
1403,EBOX,CA,501,ACTIVE LOCAL ROV,99.79,0,1,,0.1,99.4,100.0,False
3786,LG DACOM Corporation,KR,495,REGRESSED,0.04,0,10,,13.3,0.0,50.5,True
147094,PT Mitra Visioner Pratama,ID,490,PARTIAL: VULNERABLE (Mixed),-1.0,1,6,,0.1,0.0,0.3,False
267613,ELETRONET S.A.,BR,486,ACTIVE LOCAL ROV,-1.0,0,4,,-1.0,-1.0,-1.0,False
9121,Turk Telekom,TR,483,VOLATILE,0.31,0,7,,11.1,0.3,44.8,True
34800,Securebit AG,CH,479,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0,False
2497,Internet Initiative Japan Inc.,JP,464,PARTIAL: VULNERABLE (Mixed),99.39,2,19,,0.2,98.9,99.6,False
8708,DIGI ROMANIA S.A.,RO,459,Unverified (Transit/Peer?),99.55,0,0,,0.1,99.4,99.8,False
3549,Lumen (fka. Global Crossing),US,454,ACTIVE LOCAL ROV,99.4,0,1,,2.5,88.8,99.8,False
271253,LINK BRASIL TELECOMUNICACOES LTDA,BR,440,PARTIAL: VULNERABLE (Mixed),96.22,1,6,,1.4,94.1,100.0,False
17676,SoftBank Corp.,JP,439,ACTIVE LOCAL ROV,99.59,0,13,,0.1,99.5,99.8,False
212895,Johannes Ernst,DE,437,PARTIAL: VULNERABLE (Mixed),-1.0,1,4,,0.2,5.2,5.7,False
138840,PT Parsaoran Global Datatrans,ID,436,PASSIVE (Clean Pipe),-1.0,0,5,,4.3,0.0,19.6,False
10429,Vivo (Telefônica Brasil),BR,435,VOLATILE,0.81,0,2,,9.5,0.3,38.9,True
11537,Internet2,US,428,Unverified (Transit/Peer?),-1.0,0,0,,-1.0,-1.0,-1.0,False
10075,Fiber@Home Global Limited,BD,428,REGRESSED,0.36,1,6,,7.9,0.1,32.4,True
29535,Orange Polska Spolka Akcyjna,PL,425,ACTIVE LOCAL ROV,-1.0,0,4,,1.0,96.5,99.3,False
28283,Adyl Telecom,BR,424,REGRESSED,0.13,0,5,,11.1,0.1,43.8,True
3326,Datagroup PJSC,UA,419,PARTIAL: VULNERABLE (Mixed),98.24,1,6,,0.9,95.6,99.2,False
54004,Cablevision Lightpath LLC,US,417,PASSIVE (Clean Pipe),2.51,0,4,,3.9,1.6,17.9,False
24115,Equinix IX,SG,406,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0,False
50607,Stowarzyszenie e-Poludnie,PL,404,PASSIVE (Clean Pipe),-1.0,0,5,,-1.0,-1.0,-1.0,False
139009,Windstream Communication Limited,BD,400,REGRESSED,0.3,2,6,,8.6,0.1,33.4,True
209,Lumen (ex. Qwest),US,394,CORE: ACTIVE PROTECTOR,99.63,0,0,,0.7,96.4,99.9,False
5617,Orange Polska Spolka Akcyjna,PL,383,ACTIVE LOCAL ROV,99.56,0,2,,0.1,99.3,99.7,False
50509,Transroute.Net,RU,377,PARTIAL: VULNERABLE (Mixed),-1.0,1,5,,-1.0,-1.0,-1.0,False
55410,Vodafone Idea Ltd,IN,374,PARTIAL: VULNERABLE (Mixed),2.2,1,6,,12.9,0.6,50.2,True
61292,Blix Group AS,NO,368,PARTIAL: VULNERABLE (Mixed),-1.0,1,5,,-1.0,-1.0,-1.0,False
6204,INTERKVM HOST SRL,RO,366,PARTIAL: VULNERABLE (Mixed),-1.0,1,14,,-1.0,-1.0,-1.0,False
45820,Tata Teleservices ISP,IN,365,REGRESSED,2.01,1,1,,12.1,1.0,46.9,True
8280,SYNAPSECOM S.A. Provider of Telecommunications and Internet Services,GR,362,VOLATILE,100.0,0,4,,36.8,0.0,100.0,True
206499,LOCIX LIMITED,GB,351,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,,-1.0,-1.0,-1.0,False
34984,Superonline Iletisim Hizmetleri A.S.,TR,348,PARTIAL: VULNERABLE (Mixed),99.19,1,6,,1.0,94.1,99.2,False
7049,Silica Networks Argentina S.A.,AR,348,REGRESSED,0.81,0,7,,14.4,0.0,54.6,True
2764,AAPT Limited,AU,344,VOLATILE,99.45,0,2,,35.9,10.3,100.0,False
55720,Gigabit Hosting Sdn Bhd,MY,339,ACTIVE LOCAL ROV,100.0,0,6,,13.1,1.3,52.2,False
55836,Reliance Jio Infocomm Limited,IN,335,Unverified (Transit/Peer?),0.33,0,0,,10.0,0.3,39.9,True
7029,Uniti (fka. Windstream),US,329,ACTIVE LOCAL ROV,99.7,0,7,,0.1,99.5,99.9,False
49915,Megaport (UK) Limited,GB,327,PASSIVE (Clean Pipe),-1.0,0,10,,-1.0,-1.0,-1.0,False
43298,Storm Networks LLC,RU,326,PARTIAL: VULNERABLE (Mixed),-1.0,2,4,,-1.0,-1.0,-1.0,False
35297,Dataline LLC,UA,317,REGRESSED,0.25,2,7,,13.4,0.1,52.4,True
24785,Joint Transit (Broadband Hosting B.V.),NL,317,PARTIAL: VULNERABLE (Mixed),-1.0,1,8,,-1.0,-1.0,-1.0,False
29119,AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL,ES,317,REGRESSED,0.53,1,12,,16.3,0.1,60.8,True
29076,Citytelecom LLC,RU,316,PARTIAL: VULNERABLE (Mixed),-1.0,3,7,,0.4,0.7,3.1,False
19551,Incapsula Inc,US,315,PARTIAL: VULNERABLE (Mixed),-1.0,1,15,,-1.0,-1.0,-1.0,False
38158,PT Cyberindo Aditama,ID,310,PASSIVE (Clean Pipe),-1.0,0,4,,0.8,0.0,5.7,False
13237,euNetworks GmbH,DE,297,REGRESSED,0.0,1,8,,10.3,0.0,38.3,True
7303,Telecom Argentina S.A.,AR,295,VOLATILE,0.0,0,4,,14.3,0.2,54.6,True
54994,Meteverse Limited,CA,295,PARTIAL: VULNERABLE (Mixed),0.0,4,17,,7.4,53.6,84.4,False
22381,SAMM (Megatelecom),BR,292,REGRESSED,0.96,0,4,,8.6,0.0,37.0,True
52965,1Telecom,BR,290,REGRESSED,0.72,0,1,,11.4,0.2,43.2,True
264409,Huge Networks,BR,288,PARTIAL: VULNERABLE (Mixed),-1.0,1,8,,-1.0,-1.0,-1.0,False
18403,FPT Telecom Company,VN,287,ACTIVE LOCAL ROV,98.8,0,9,,1.2,93.1,99.4,False
7473,Singapore Telecommunications Ltd,SG,284,PARTIAL: VULNERABLE (Mixed),0.0,5,20,,44.0,0.0,100.0,True
7474,SingTel Optus Pty Ltd,AU,283,PARTIAL: VULNERABLE (Mixed),0.92,1,3,,10.1,0.0,40.0,True
62081,Stowarzyszenie e-Poludnie,PL,279,PASSIVE (Clean Pipe),-1.0,0,6,,-1.0,-1.0,-1.0,False
139341,WeChat/QQ CDN,SG,277,REGRESSED,-1.0,4,17,,9.5,10.5,45.2,True
33491,"Comcast Cable Communications, LLC",US,277,ACTIVE LOCAL ROV,98.78,0,2,,0.6,97.8,100.0,False
6730,Sunrise GmbH,CH,269,ACTIVE LOCAL ROV,99.78,0,2,,0.1,99.6,99.9,False
58682,Level3 Carrier Ltd.,BD,269,REGRESSED,0.28,1,5,,9.1,0.2,36.5,True
20940,Akamai International B.V.,NL,267,PARTIAL: VULNERABLE (Mixed),74.0,3,26,,25.4,15.2,96.5,False
3255,Ukrainian Academic and Research Network,UA,263,REGRESSED,1.2,2,10,,35.6,1.2,99.7,True
2516,KDDI Corporation,JP,262,PARTIAL: VULNERABLE (Mixed),0.18,2,17,,12.1,0.1,46.8,True
12912,T-Mobile Polska S.A.,PL,260,REGRESSED,0.16,1,6,,12.7,0.1,49.1,True
59796,StormWall s.r.o.,SK,258,PARTIAL: VULNERABLE (Mixed),-1.0,2,11,,-1.0,-1.0,-1.0,False
42337,Respina Networks & Beyond PJSC,IR,255,REGRESSED,6.92,0,0,VULNERABLE,7.2,0.0,30.0,True
34872,Servperso Systems,BE,252,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,0.0,0.0,0.0,False
5650,Verizon (fka. Frontier),US,248,VOLATILE,0.09,0,4,,8.4,0.1,33.7,True
24429,Alibaba Cloud,CN,247,PARTIAL: VULNERABLE (Mixed),-1.0,5,20,,-1.0,-1.0,-1.0,False
10796,Charter Communications Inc,US,246,ACTIVE LOCAL ROV,99.71,0,2,,0.1,99.4,99.9,False
29226,MasterTel,RU,246,PARTIAL: VULNERABLE (Mixed),-1.0,2,6,,2.0,0.0,6.7,False
12552,GlobalConnect (IP-Only),SE,243,REGRESSED,0.0,1,9,,20.7,0.0,71.6,True
15935,ha-vel internet s.r.o.,CZ,243,ACTIVE LOCAL ROV,99.88,0,7,,0.1,99.4,100.0,False
35661,VIRTUA SYSTEMS SAS,FR,242,PARTIAL: VULNERABLE (Mixed),-1.0,2,8,,6.1,0.0,26.2,False
11432,Telium Telecomunicações Ltda,BR,240,REGRESSED,0.25,1,3,,10.3,0.0,40.8,True
31027,GlobalConnect A/S,DK,236,VOLATILE,0.19,0,6,,19.6,0.0,70.7,True
812,Rogers Communications Canada Inc.,CA,235,VOLATILE,0.07,0,10,,15.6,0.1,57.8,True
9730,Bharti Telesonic Ltd,IN,233,VULNERABLE,-1.0,1,1,,3.6,0.0,16.1,False
263009,FORTE TELECOM LTDA.,BR,232,VOLATILE,6.99,0,3,,13.6,0.0,51.9,True
23106,American Tower Brasil,BR,231,VOLATILE,0.4,0,5,,10.1,0.0,38.6,True
12874,Fastweb SpA,IT,229,ACTIVE LOCAL ROV,66.19,0,7,,5.8,61.5,84.8,False
22927,Telefonica de Argentina,AR,228,ACTIVE LOCAL ROV,99.77,0,1,,0.1,99.4,99.9,False
53087,TELY Ltda.,BR,227,VOLATILE,1.49,0,2,,14.4,0.3,60.3,True
11164,Internet2 I2PX,US,226,PASSIVE (Clean Pipe),-1.0,0,6,,-1.0,-1.0,-1.0,False
53181,K2 Telecom e Multimidia LTDA ME,BR,221,VOLATILE,0.4,0,1,,12.0,0.0,44.7,True
6663,Türk Telekom International,RO,218,PARTIAL: VULNERABLE (Mixed),-1.0,3,11,,2.0,0.0,7.7,False
9299,PLDT (Philippine Long Distance Telephone Company),PH,215,PARTIAL: VULNERABLE (Mixed),0.53,1,11,,25.7,0.5,97.3,True
971,PureVoltage Hosting Inc.,US,215,REGRESSED,-1.0,1,6,,1.5,0.0,7.0,True
12302,Vodafone Romania S.A.,RO,215,REGRESSED,0.2,0,1,,12.2,0.1,50.2,True
13536,"FirstLight Networks, LLC",US,212,REGRESSED,0.25,0,5,,5.8,0.0,24.9,True
32097,"WholeSale Internet, Inc.",US,210,PARTIAL: VULNERABLE (Mixed),0.89,1,5,,6.2,0.0,27.2,False
28368,Wirelink (Sobralnet),BR,208,VOLATILE,1.78,0,1,,10.5,0.0,42.2,True
8881,1&1 Versatel GmbH,DE,208,PARTIAL: VULNERABLE (Mixed),0.09,1,11,,17.1,0.1,61.6,True
198949,Radware,IL,206,PARTIAL: VULNERABLE (Mixed),-1.0,3,13,,1.0,3.9,6.7,False
