asn,name,cc,cone,verdict,apnic_score,dirty_feeds,total_feeds,atlas_result,apnic_stdev,apnic_min90,apnic_max90,regression
20393,"MeridianLink, Inc.",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20392,"WestPAnet, Inc.",US,0,STUB: VULNERABLE,0.43,1,1,,-1.0,-1.0,-1.0,False
20391,The Parking Spot,US,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20390,"Feith Systems and Software, Inc.",US,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
20389,OneAZ Credit Union,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20424,"Intercontinental Exchange, Inc.",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20423,Suquamish Tribe,US,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
20422,VANIX,CA,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20421,First Technology Federal Credit Union,US,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
20420,"Digital Ventures, LLC",US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20419,DMR Communications Inc.,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20418,DACAS S.A.,AR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20417,StabiliServers,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20416,Prysmian Cables and Systems USA LLC,US,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20415,Council Rock School District,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20414,Hunton Andrews Kurth LLP,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20411,"The Goldman Sachs Group, Inc.",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20410,Sony Pictures Technologies Inc.,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20409,"Autonation, Inc",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20408,North Texas Tollway Authority,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20407,Farm Bureau Management Corporation,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20440,"Rainberry, Inc.",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20439,Intuit Inc.,US,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20438,Stoo Networks LLC,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20437,Nationwide Mutual Insurance Company,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20436,Prairie Grove Telephone Co.,US,0,STUB: VULNERABLE,0.0,1,2,,-1.0,-1.0,-1.0,False
20435,"Rose Grove Capital Management, LLC",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20434,"Guidewire Software, Inc.",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20433,"Cengage Learning, Inc.",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20432,"North East Fiber, LLC",US,0,STUB: VOLATILE,99.17,1,3,,0.4,98.5,100.0,False
20431,Verisign Anycast US 3N,US,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20430,"Axcess Financial Services, Inc.",US,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
20429,Guitar Center,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,4,,-1.0,-1.0,-1.0,False
20428,"Oblong, Inc.",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20427,American Association of Airport Executives,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20426,"PriceWaterhouseCoopers, LLP",US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0,False
20425,Integral Group Inc.,CA,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
5888,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5887,US Army HPC Research Laboratory ,US,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
5886,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5885,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5884,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20452,BALL STATE UNIVERSITY,US,0,STUB: VULNERABLE,0.0,1,2,,-1.0,-1.0,-1.0,False
20451,"Keystone Peer Review Organization, LLC",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20450,"Trojan Hosting, LLC.",US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20449,Randolph Health,US,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
20447,Kitauji Networks LLC,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20446,Dukelana,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20445,HDT Engineered Technologies,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20444,Instill Corporation,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20443,VergeTel Networks LLC,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20442,Yale-New Haven Health Services Corporation,US,0,STUB: VULNERABLE,0.0,1,2,,-1.0,-1.0,-1.0,False
20441,SAGILITY LLC,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20458,CAS Severn,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20457,Verdinet LLC,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20456,"JAB Wireless, INC.",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20455,NRTC,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20453,Rogers Communications Canada Inc.,CA,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5899,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5898,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5897,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5896,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5895,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5894,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5893,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5892,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5891,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5890,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5889,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20476,"Level 3 Parent, LLC",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20475,"Global Capacity, LLC",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20474,"NCI Data.com, Inc.",US,0,STUB: FORTUITOUS ROV,100.0,0,1,,0.6,97.4,100.0,False
20472,Synergy Networks,US,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
20471,"Michael Newcomb, Sole Proprietorship",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20470,"DIRECTV, LLC",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20469,Tri-County Metropolitan Transit District,US,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20468,Windstream Communications LLC,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20467,Baylor Health Care System,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20466,WGBH Educational Foundation,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20465,"Bill.com, LLC.",US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20464,HP Inc.,US,0,STUB: VULNERABLE,-1.0,3,8,,-1.0,-1.0,-1.0,False
20463,TravelCLICK Inc.,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20462,Opulent Cloud,US,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20461,United Airlines,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20460,TFB NET,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20504,RTL Nederland B.V.,NL,0,STUB: VULNERABLE,-1.0,6,8,,-1.0,-1.0,-1.0,False
20501,BANQUE DE LUXEMBOURG SA,LU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20500,GTT - EMEA Ltd.,GB,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20497,INTERNIO SYSTEMS SRL,RO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20494,Kaisanet Oy,FI,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20493,VIPARIS LE PALAIS DES CONGRES DE PARIS SAS,FR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20492,AT&T Global Network Services Nederland B.V.,NL,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20491,WASKO S.A.,PL,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20488,Clemens Schrimpe,DE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20487,Allitude S.p.A.,IT,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20486,PayPro Spolka Akcyjna,PL,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20484,Yalla Online Autonomous System,ZZ,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20483,EUROCOM Ltd.,RU,0,STUB: VULNERABLE,-1.0,3,5,,-1.0,-1.0,-1.0,False
20479,Monmouth County Sheriff's Office,US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20478,"General Mills, Inc.",US,0,STUB: PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0,False
20477,Randolph Telephone Company,US,0,STUB: FORTUITOUS ROV,98.38,0,3,,0.9,96.7,100.0,False
20536,DIMINTERNET Ltd.,UA,0,STUB: VULNERABLE,0.0,2,2,,-1.0,-1.0,-1.0,False
20533,"PJSC ""Vimpelcom""",RU,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20530,Asociatia Nationala a Internet Service Providerilor din Romania ANISP,RO,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
20529,Alfa-Safety SARL,FR,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20527,Garant-Telecom Ltd.,RU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20526,Intereuropa d.d.,SI,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
20524,SC Inexess Team Agency SRL,RO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20523,Invitech ICT Services Kft.,HU,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20519,PJSC Rostelecom,RU,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20517,THE STREAMING COMPANY.COM LIMITED,GB,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20516,Sky Vision Ukraine Ltd,UA,0,STUB: VULNERABLE,-1.0,4,4,,-1.0,-1.0,-1.0,False
20513,A.M.S. Carlzon,SE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20510,Nexum Hungary Internet Service Provider Ltd.,HU,0,REGRESSED,0.0,1,2,,18.6,0.0,70.0,True
20509,Elko Grupa as,LV,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20507,Odido Netherlands B.V.,NL,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20506,SingularLogic S.A.,GR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20570,Telekom Deutschland GmbH,DE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20568,4iG Telecommunications Holding Zrt,HU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20565,NetR SAS,FR,0,STUB: UNRELIABLE,-1.0,1,5,,25.9,0.0,82.6,False
20561,Schaeffler Technologies AG & Co. KG,DE,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20560,Iway AG,CH,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20555,Akademia WIT w Warszawie,PL,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20554,Intesa Sanpaolo S.p.A.,IT,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20553,DXC Technology Polska Sp.z o.o,PL,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
20549,State Educational Enterprise of Higher Professional Education Moscow Power Engineering Institute (Technical University),RU,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20548,Parliament of Latvia,LV,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20547,Six Degrees Technology Group Limited,GB,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20546,SOPRADO GmbH,DE,0,STUB: VULNERABLE,-1.0,3,10,,-1.0,-1.0,-1.0,False
20542,DNA Oyj,FI,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20541,Generali Vie SA,FR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20539,Technical Centre Radio Systems Ltd.,UA,0,REGRESSED,0.0,1,3,,19.7,0.0,70.8,True
20537,Amt der NOe Landesregierung,AT,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
20595,Landesbank Hessen-Thuringen Girozentrale,DE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20594,Atos Information Technology GmbH,DE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20592,Wojewodztwo Swietokrzyskie,PL,0,STUB: VULNERABLE,-1.0,2,3,,-1.0,-1.0,-1.0,False
20590,Donbass Electronic Communications Ltd.,UA,0,STUB: VULNERABLE,0.0,2,5,,-1.0,-1.0,-1.0,False
20588,Forschungsverbund Berlin e.V.,DE,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20585,E-viel SA,FR,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
20582,Beeone Communications SA,CH,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
20581,Jan Mindzak,SK,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20580,Telecom Italia S.p.A.,IT,0,STUB: VOLATILE,100.0,1,1,,2.0,92.2,100.0,False
20579,"SWAN, a.s.",SK,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20578,JSC Kazteleradio,KZ,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20577,TRADEWEB EUROPE LIMITED,GB,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20576,Gazprom telecom LLC,RU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0,False
20574,Knowit Connectivity AB,SE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20572,Giesecke & Devrient GmbH,DE,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20571,Exomi Oy,FI,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20626,Sandviken Energi AB,SE,0,STUB: ACTIVE LOCAL ROV,99.43,0,1,,0.7,97.2,100.0,False
20625,Bollnas energi AB,SE,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20624,Euronet Services Kft,HU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20623,Safelines Ltd.,IL,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20621,PlusServer GmbH,DE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20619,"Alanit, Ltd.",RU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20618,Info-Connect A/S,DK,0,STUB: PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0,False
20617,BNP PARIBAS S.A.,FR,0,STUB: VULNERABLE,-1.0,1,3,,-1.0,-1.0,-1.0,False
20616,Cyber_Folks SRL,RO,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20612,SwissIX Internet Exchange,CH,0,STUB: VULNERABLE,-1.0,1,5,,-1.0,-1.0,-1.0,False
20611,UK PS Group Ltd,RU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20609,KAZA.cz s.r.o.,CZ,0,STUB: FORTUITOUS ROV,100.0,0,2,,0.0,99.8,100.0,False
20606,GTS Telecom SRL,RO,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20604,Intesa Sanpaolo S.p.A.,IT,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20597,"PJSC ""Vimpelcom""",RU,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20596,Future Publishing Ltd,GB,0,STUB: VOLATILE,-1.0,1,7,,-1.0,-1.0,-1.0,False
5873,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5872,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5871,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5870,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5869,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5868,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20653,M&L Systems GmbH,DE,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20652,Unitron Systems & Development LTD,GB,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
20650,IP NEXIA N.V.,BE,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20649,FS Veri Merkezi Internet Teknolojileri Limited Sirketi,TR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20646,Plusnet GmbH,DE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20645,PurePeak Ltd.,IL,0,STUB: VULNERABLE,-1.0,4,8,,-1.0,-1.0,-1.0,False
20643,"PilsFree servis, s.r.o.",CZ,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20641,CERN - European Organization for Nuclear Research,CH,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20633,Johann Wolfgang Goethe-Universitat Frankfurt am Main,DE,0,STUB: VULNERABLE,0.0,1,4,,-1.0,-1.0,-1.0,False
20629,Six Degrees Technology Group Limited,GB,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20665,Varna Net Ltd.,BG,0,STUB: VULNERABLE,0.0,2,2,,-1.0,-1.0,-1.0,False
20663,PJSC MegaFon,RU,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20660,LinkExpress Ltd.,UA,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20658,Computer Design Srl,IT,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20656,Laris Investments Sp. z o.o.,PL,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
20655,e-Style ISP LLC,RU,0,STUB: VULNERABLE,-1.0,2,5,,0.5,0.0,2.0,False
5883,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5882,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5881,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5880,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5879,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5878,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5877,United States Department of Defense (DoD),US,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
5876,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5875,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
5874,United States Department of Defense (DoD),US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20698,LLC Avtodor-TollRoads,RU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20697,Collegio San Luigi,IT,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20695,Capital One (Europe) Plc,GB,0,STUB: VULNERABLE,-1.0,1,2,,-1.0,-1.0,-1.0,False
20693,Nunsys SA,ES,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20692,Matthias Rojahn,DE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20691,General Logistics Systems logisticne storitve d.o.o.,SI,0,STUB: VULNERABLE,-1.0,2,2,,-1.0,-1.0,-1.0,False
20690,JSC Apatit,RU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20688,Chudo Telecom Ltd.,RU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20684,TUEV AUSTRIA HOLDING AG,AT,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20682,BG ONE Ltd,BG,0,STUB: VULNERABLE,-1.0,1,5,,-1.0,-1.0,-1.0,False
20681,Saxo Bank A/S,DK,0,STUB: VULNERABLE,-1.0,2,7,,-1.0,-1.0,-1.0,False
20679,Syntura Group Limited,GB,0,STUB: VULNERABLE,-1.0,1,5,,-1.0,-1.0,-1.0,False
20675,BOURSORAMA S.A.,FR,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20672,Groupe Serveur SAS,FR,0,STUB: VULNERABLE,-1.0,1,3,,-1.0,-1.0,-1.0,False
20670,Sylwester Kus trading as InfaNET,PL,0,STUB: PASSIVE (Clean Pipe),0.0,0,3,,-1.0,-1.0,-1.0,False
20668,Teen Telecom SRL,RO,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20725,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",UA,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20724,GlobalTeleHost Corp.,CA,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20720,LLC Tatarstan-On-Line,RU,0,STUB: VULNERABLE,-1.0,1,1,,-1.0,-1.0,-1.0,False
20719,Birzeit University,PS,0,STUB: UNRELIABLE,-1.0,2,2,,29.5,5.8,97.1,False
20718,ARSYS INTERNET S.L.U.,US,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20717,DE-CIX Marseille Route Servers,DE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20715,DE-CIX Istanbul Route Servers,DE,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20714,"""Merlin-Telekom"" LLC",UA,0,STUB: VULNERABLE,0.0,2,2,,-1.0,-1.0,-1.0,False
20709,Techinform Ltd,UA,0,STUB: VULNERABLE,79.91,1,2,,18.1,0.0,79.9,False
20708,SKODA AUTO a.s.,CZ,0,STUB: PASSIVE (Clean Pipe),-1.0,0,3,,0.0,100.0,100.0,False
20705,HSBC Bank plc,GB,0,STUB: VULNERABLE,-1.0,1,3,,-1.0,-1.0,-1.0,False
20704,Jumper GmbH,AT,0,STUB: PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0,False
20703,Carbochim S.A.,RO,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20702,JSC Russian Railways,RU,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20701,"CZ.NIC, z.s.p.o.",CZ,0,STUB: PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0,False
20700,Rothschild & Co Bank AG,CH,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20759,SAIX Riyadh Route Servers,SA,0,NOT ROUTED,-1.0,0,0,,-1.0,-1.0,-1.0,False
20756,NAMESHIELD SAS,FR,0,STUB: VULNERABLE,-1.0,3,9,,-1.0,-1.0,-1.0,False
20755,net-lab GmbH,DE,0,STUB: VULNERABLE,-1.0,3,3,,-1.0,-1.0,-1.0,False
