asn,name,cc,rir,cone,verdict,has_real_aspa,declared_providers,inferred_upstreams,jaccard_overlap
262144,Rayservers GmbH,PA,lacnic,0,NOT ROUTED,False,,,
1,Unknown,US,arin,0,NOT ROUTED,False,,,
2,University of Delaware,US,arin,2,VULNERABLE,False,,37613,
3,Massachusetts Institute of Technology,US,arin,1,PARTIAL: VULNERABLE (Mixed),False,,7015;11164;174;133296;11537;6939;3356,
4,University of Southern California,US,arin,0,STUB: VULNERABLE,False,,133296;30844;174,
5,WFA Group LLC,US,arin,0,NOT ROUTED,False,,,
262150,Empresa Provincial de Energia de Cordoba,AR,lacnic,14,REGRESSED,False,,7049;3356;7303,
6,"ATOS IT Solutions and Services, Inc.",US,arin,0,STUB: VULNERABLE,False,,37613;3356;22773,
8,Rice University,US,arin,1,PASSIVE (Clean Pipe),False,,2914,
262148,Universidad APEC,DO,lacnic,0,STUB: VULNERABLE,False,,23520;6400,
262146,Datos,HN,lacnic,0,REGRESSED,False,,27884;52468;273189,
262155,Golder Associates S.A.,CL,lacnic,0,NOT ROUTED,False,,,
262156,Universidad Nacional de Rosario,AR,lacnic,0,STUB: VULNERABLE,False,,4270;7303,
262157,Tame Linea Aerea del Ecuador,EC,lacnic,0,NOT ROUTED,False,,,
262158,FUNDACION UNIVERSITARIA DEL ÁREA ANDINA,CO,lacnic,0,STUB: VULNERABLE,False,,262191,
262159,Digital TV CABLE DE EDMUND S.R.L.,BO,lacnic,0,STUB: FORTUITOUS ROV,False,,3356,
262160,UNIVERSIDAD ANTONIO NARINO,CO,lacnic,0,STUB: VULNERABLE,False,,197103,
262161,COTES Ltda.,BO,lacnic,0,STUB: VULNERABLE,False,,27882,
262162,Fatum Holding N.V,CW,lacnic,0,STUB: VULNERABLE,False,,52233,
262154,Comm & Net S.A.,EC,lacnic,0,STUB: VULNERABLE,False,,267699,
262164,NetPro N.V.,CW,lacnic,0,NOT ROUTED,False,,,
393901,"Tyler Technologies, Inc.",US,arin,0,STUB: PASSIVE (Clean Pipe),False,,7018,
262166,Universidad del Valle de Guatemala,GT,lacnic,0,NOT ROUTED,False,,,
262167,Redcol S.A.,CL,lacnic,0,STUB: VULNERABLE,False,,52468;263702,
262168,COLINANET S.A.,PE,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,3356,
262169,SOLINTELSA,EC,lacnic,0,STUB: VULNERABLE,False,,52468,
262170,"Visualhosting.net",AR,lacnic,0,NOT ROUTED,False,,,
262171,Telecom Logistics S.A.,CR,lacnic,0,STUB: VULNERABLE,False,,43298;59796,
22,Navy Network Information Center (NNIC),US,arin,0,STUB: VULNERABLE,False,,668,
262173,"Capital Management & Trust Co. N.V. (CMTC)",XX,,0,NOT ROUTED,False,,,
262174,NEURALSOFT S.R.L.,AR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,11664;7303,
262175,Telefónica Móviles Argentina S.A. (Movistar Argentina),AR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,22927,
262176,BANCO EXTERIOR,VE,lacnic,0,STUB: VULNERABLE,False,,6306,
33,HP Inc.,US,arin,3,PASSIVE (Clean Pipe),False,,7018,
262178,Pontificia Universidad Catolica Madre y Maestra (PUCMM),DO,lacnic,0,STUB: VULNERABLE,False,,23520;6400,
262179,Telenetwork de El Salvador,SV,lacnic,0,STUB: VULNERABLE,False,,263812;52468,
273010,"TECNOSYSTEM IO, C.A",VE,lacnic,0,STUB: VULNERABLE,False,,6306;263703,
262181,Coral Telecom N.V.,SX,lacnic,0,STUB: FORTUITOUS ROV,False,,3356,
262182,TELEFONICA GLOBAL SOLUTIONS PERU S.A.C.,PE,lacnic,5,PARTIAL: VULNERABLE (Mixed),False,,19332;12956,
262183,MULTI LINK S.A.,PY,lacnic,0,STUB: VULNERABLE,False,,265864,
262184,GRUPO KONECTIVA LATAM S.A,CR,lacnic,0,STUB: VULNERABLE,False,,52468,
262185,"BANCO LAFISE BANCENTRO, S.A",NI,lacnic,0,NOT ROUTED,False,,,
262186,TV AZTECA SUCURSAL COLOMBIA,CO,lacnic,32,REGRESSED,False,,23520;60068;14789;6762;18678,
42,"WoodyNet, Inc.",US,arin,26,PARTIAL: VULNERABLE (Mixed),False,,20485;3216;1299;6939;3356;4637;7713;3491;9002;6830;3257;6461;20473;2914;33891;12389;6762;34927;3320;1273,
262188,Satel NV,BQ,lacnic,0,STUB: VULNERABLE,False,,27781,
262189,Cooperativa Regional de Servicios,AR,lacnic,0,STUB: FORTUITOUS ROV,False,,6939,
262187,Patagonia Green S.A.,AR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,52361;3356;7303,
262191,LIBERTY NETWORKS DE COLOMBIA S.A.S,CO,lacnic,58,REGRESSED,False,,,
262192,Skycorp S.A.,AR,lacnic,0,STUB: VULNERABLE,False,,16814;11014;7303,
49,National Institute of Standards and Technology,US,arin,0,STUB: PASSIVE (Clean Pipe),False,,3356,
262194,Dese Technologies Argentina S.A.,AR,lacnic,0,STUB: VOLATILE,False,,52361;7049;3356;10834,
262195,Transamerican Telecomunication S.A.,AR,lacnic,0,NOT ROUTED,False,,,
262196,Interface,AR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,52251,
262197,MILLICOM CABLE COSTA RICA S.A.,CR,lacnic,9,REGRESSED,False,,21433;3356;3573,
262198,"ANTENAS Y SISTEMAS, S.A.",PA,lacnic,0,STUB: VULNERABLE,False,,26105,
55,University of Pennsylvania,US,arin,1,PARTIAL: VULNERABLE (Mixed),False,,11164;11537;3356;174,
262200,BANCO REGIONAL S.A.E.C.A.,XX,,0,NOT ROUTED,False,,,
57,Northern Lights GigaPoP,US,arin,17,REGRESSED,False,,1299;3257;6939,
262202,"Telefonica de Costa Rica TC, SA",CR,lacnic,1,REGRESSED,False,,23520;3573,
262203,VenSites.com C.A.,VE,lacnic,0,STUB: VULNERABLE,False,,8053,
262204,Telecomunicaciones de America S.A. de C.V.,SV,lacnic,0,NOT ROUTED,False,,,
262205,Banco del Pais,HN,lacnic,0,STUB: VULNERABLE,False,,23520;14754,
62,CyrusOne LLC,US,arin,77,PASSIVE (Clean Pipe),False,,3257;6939;3356;6461,
262206,COMCEL GUATEMALA S.A.,GT,lacnic,10,PARTIAL: VULNERABLE (Mixed),False,,60068;3303;6762;174;1299;6453;6939;30844;64126,
262208,VILLENEUVE GROUP SA,AR,lacnic,0,STUB: VULNERABLE,False,,52444,
262207,"Corporacion de Internet, Sociedad Anonima.",GT,lacnic,0,STUB: VULNERABLE,False,,52468,
262210,VIETTEL PERÚ S.A.C.,PE,lacnic,0,REGRESSED,False,,23520;14789;174;1299;3356;12956,
67,Unisys Corporation,US,arin,0,NOT ROUTED,False,,,
262212,Escuela Politecnica Nacional,EC,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,61468,
262213,Comsat Limitada,CL,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,6939;3549,
262214,BANCO DE BOGOTA,CO,lacnic,0,STUB: VULNERABLE,False,,14080;3816,
262215,ITELKOM,CO,lacnic,0,NOT ROUTED,False,,,
72,Schlumberger Limited,US,arin,2,PARTIAL: VULNERABLE (Mixed),False,,12389;8359;2856;9930;8220;174;3216;24785;55410;9049;1273;6939;3356;2686;16735,
262216,TELCONET S A,AR,lacnic,1,REGRESSED,False,,6939;52468,
262218,"Servicios de Tecnologías de Información de Misión Crítica, S.A.",PA,lacnic,0,STUB: VULNERABLE,False,,23520;6762,
262217,Telecable Economico S.A.,CR,lacnic,0,NOT ROUTED,False,,,
262220,HV TELEVISION S.A.S,CO,lacnic,0,STUB: VULNERABLE,False,,52320;3356;262589;18678,
262221,ESTRELA TELECOM,DO,lacnic,0,STUB: VULNERABLE,False,,272112,
262222,Oficina Provincial de Tecnologias de la Información (O.P.T.I.C.),AR,lacnic,0,STUB: VULNERABLE,False,,7049,
262223,NECUSOFT CIA. LTDA. (NETTPLUS),EC,lacnic,0,STUB: VULNERABLE,False,,19114;52468,
262224,Central de Restaurantes Aramark Ltda.,CL,lacnic,0,STUB: VULNERABLE,False,,14259,
81,MCNC,US,arin,39,REGRESSED,False,,7018;3356;6461;174,
262226,Universidad Piloto de Colombia,CO,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,3356;3549,
262227,"Claro Panam? S.A.",PA,lacnic,0,NOT ROUTED,False,,,
262228,NTT Chile,CL,lacnic,0,STUB: VULNERABLE,False,,14259;3549,
262229,COOP DE LUZ Y FUERZA DE LIB.GRAL.SAN MARTIN LTDA,AR,lacnic,0,REGRESSED,False,,263774;7303,
262230,HORUS SISTEMAS INFORMATICOS SRL,AR,lacnic,0,STUB: VULNERABLE,False,,11014;52375,
262231,COOP. ELÉCTRICA Y DE SERVICIOS MARIANO MORENO LTDA.,AR,lacnic,0,REGRESSED,False,,7303;52361;22927,
262225,Inmobiliaria Don Antonio,PA,lacnic,0,NOT ROUTED,False,,,
262233,COORDINADOR INDEPENDIENTE DEL SISTEMA ELÉCTRICO NACIONAL,CL,lacnic,0,STUB: VULNERABLE,False,,16629,
262234,ASOCIACION DE SERVICIO DE INTERNET S. DE RL.,HN,lacnic,0,STUB: VULNERABLE,False,,52468,
86,DXC US Latin America Corporation,US,arin,0,STUB: VULNERABLE,False,,3360,
85,The Aerospace Corporation,US,arin,0,STUB: VULNERABLE,False,,226;3356,
262237,Orbyta S.A.,CL,lacnic,3,PARTIAL: VULNERABLE (Mixed),False,,6939;7004;263702,
262238,Ennia Caribe Holding N.V.,CW,lacnic,0,NOT ROUTED,False,,,
262239,Speednet Communications Limited,BZ,lacnic,0,STUB: VULNERABLE,False,,23520,
96,"Headquarters, USAISC",US,arin,0,NOT ROUTED,False,,,
262241,COOPERATIVA DE ELECTRIFICACION RURAL DE ALFARO RUIZ R.L.,CR,lacnic,0,STUB: VULNERABLE,False,,52468,
98,The Rockefeller University,US,arin,0,STUB: PASSIVE (Clean Pipe),False,,3356;174,
262243,"Ufinet Nicaragua, S.A.",NI,lacnic,0,NOT ROUTED,False,,,
100,FMC Central Engineering Laboratories,US,arin,0,NOT ROUTED,False,,,
101,University of Washington,US,arin,16,PARTIAL: VULNERABLE (Mixed),False,,3491;9002;174;34927;852;7575;52025;6939;3356,
262245,UNIVERSIDAD DE LA SABANA,CO,lacnic,0,STUB: VULNERABLE,False,,262191,
262247,Banco Popular Dominicano,DO,lacnic,0,STUB: VULNERABLE,False,,23520;6400;28118,
262248,Metro MPLS,PA,lacnic,6,REGRESSED,False,,6762;3356;174,
262249,Secretaria Legal y Tecnica,AR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,11664;3549;16814,
262250,Direccion Nacional de Contrataciones Publicas,PY,lacnic,0,STUB: VULNERABLE,False,,28103,
270930,NIVEL 3 TELECOM LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,263269;52573,
262252,"Servicios Technologicos Antares de Costa Rica, S.A.",CR,lacnic,0,STUB: VULNERABLE,False,,262197;52423,
262253,Fiberlux,PE,lacnic,25,REGRESSED,False,,6762;12956;174,
262254,DDOS-GUARD CORP.,XX,,0,NOT ROUTED,False,,,
262255,GBM de Panamá S.A.,PA,lacnic,0,NOT ROUTED,False,,,
262256,Servicios Informáticos Hostname Ltda,CL,lacnic,0,STUB: VULNERABLE,False,,52468;3356;263237;174,
262257,Banco Bolivariano C.A.,EC,lacnic,0,STUB: VULNERABLE,False,,27947,
262258,SITRACK.COM,AR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,10834;3549,
262259,StarNetworks,AR,lacnic,5,REGRESSED,False,,3356,
116,Ericsson Inc.,US,arin,0,STUB: PASSIVE (Clean Pipe),False,,6461,
262261,Banco GNB Sudameris,CO,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,3549,
262262,METRONET,HN,lacnic,0,STUB: VULNERABLE,False,,52468,
118,United States Department of Defense (DoD),US,arin,0,NOT ROUTED,False,,,
262264,SECRETARIA DE GOBIERNO DE AMBIENTE Y DESARROLLO SUSTENTABLE,AR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,16814,
262265,Fundación Universidad Empresarial Siglo 21,AR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,7303,
262266,GRIDTICS UTN FRM,AR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,3356,
262267,"American Servers and Networks, Inc",XX,,0,NOT ROUTED,False,,,
262268,MAX NET TELECOMUNICACOES,BR,lacnic,0,STUB: VULNERABLE,False,,7713;6939;21574,
262269,Caixa de Assistência dos Servidores do Estado de M,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,4230,
117,Lockheed Austin Division,US,arin,0,NOT ROUTED,False,,,
262271,R.C.A. Sistemas Ltda.,XX,,0,NOT ROUTED,False,,,
262272,VERO S.A,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,28263,
262273,I T Tecnologia e Informação Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,265269;28126,
262274,ORLA TELECOM,BR,lacnic,0,STUB: VULNERABLE,False,,264997;263327,
262275,Ótima Telecomunicações,BR,lacnic,0,STUB: VULNERABLE,False,,10733,
262276,Terra Azul Org. Adm. S/C Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,10429;262807,
262277,ADV NET SOLUTION INFORMATICA LTDA EPP,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,3356,
262278,CROSS CONECTION PROVEDOR DE INTERNET LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,52862,
268425,TURBOMAIS NETWORKS TELECOMUNICAÇÕES LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,28186;263269;52871,
262280,PARATI INDÚSTRIA E COMÉRCIO DE ALIMENTOS LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,28258;28158;53062,
137,Consortium GARR,IT,ripencc,9,PARTIAL: VULNERABLE (Mixed),False,,13030;3303;6762;174;15830;8218;6461,
262282,WorldNet Telecom,BR,lacnic,0,STUB: VULNERABLE,False,,268976;262761;271253;1031,
262283,CI CENTRO DE INFORMAÇÕES LTDA,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,52873,
262281,M.M.V.A do Brasil Multimidia Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,264226;27693,
262285,VIVAS TELECOMUNICACOES LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,61832;13786;6939;28368,
262286,Netw Telecom,BR,lacnic,0,STUB: VULNERABLE,False,,6939;262847,
262287,Latitude.sh LTDA,BR,lacnic,10,PARTIAL: VULNERABLE (Mixed),False,,7713;33891;20485;4230;16735;174;19151;1299;52468;3257;6939;3356;49915,
262288,Go In Tecnologia,BR,lacnic,10,REGRESSED,False,,263009;6939;3356,
262289,Singular Comunicações Multimidia Ltda,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,262355,
262290,Newparce Telecomunicações Ltda ME,BR,lacnic,0,STUB: VULNERABLE,False,,7713;52468;53062,
147,United States Department of Defense (DoD),US,arin,0,NOT ROUTED,False,,,
262292,NetXan Telecomunicações Ltda.,XX,,0,NOT ROUTED,False,,,
262293,Tcm Tv Cabo Mossoro,BR,lacnic,0,STUB: VULNERABLE,False,,61568;7713;267613;52863,
262294,Hard Web Wireless Comunicações Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,61650;16735,
262295,IPM Sistemas Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,52925;10429;16735,
262296,Windx Telecomunicações,BR,lacnic,1,REGRESSED,False,,263009;6939,
262297,ALTERDATA TECNOLOGIA EM INFORMATICA LTDA.,BR,lacnic,0,STUB: VULNERABLE,False,,7738;28260;262589;22381,
262298,Maikol Campanini Informatica Me,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,14282;14868,
262299,INEXA - Flavio Jose Penso Junior - ME,BR,lacnic,0,STUB: VULNERABLE,False,,7713;6939;4230;8167,
262300,SUPER CONNECT TELECOM LTDA,BR,lacnic,6,REGRESSED,False,,61568;6939;3356,
262301,NETMIG TELECOM EIRELI,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,10429;16735,
262302,Wmatera Telecom,BR,lacnic,0,STUB: VULNERABLE,False,,7713,
262303,eCentry Tecnologia da Informacao Ltda,BR,lacnic,0,NOT ROUTED,False,,,
262304,Win Time Informatica Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,264525,
270932,IN9NET SERVICOS DE TECNOLOGIA EIRELI,BR,lacnic,0,STUB: VULNERABLE,False,,61832;28135,
262306,Condax Tecnologia Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,23106;6939;21574,
262307,Amplas Net Provedor de Internet Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,28169,
273011,"DATAVOIP, C.A",VE,lacnic,0,STUB: UNRELIABLE,False,,269946;272102,
262309,Ponto Telecom,BR,lacnic,0,STUB: VULNERABLE,False,,17222;28146;53062,
262310,EDATEL TELECOMUNICAÇÕES LTDA.,BR,lacnic,0,STUB: UNRELIABLE,False,,263047,
262311,IMBRANET TELECOM,BR,lacnic,0,STUB: VULNERABLE,False,,6939;53062,
262312,VEX TELECOM SERVIÇOS DE TELECOMUNICAÇÃO LTDA,BR,lacnic,0,NOT ROUTED,False,,,
262313,Internet Pinheirense Ltda - ME,BR,lacnic,0,REGRESSED,False,,7713;61832;269096;28368;16735,
164,United States Department of Defense (DoD),US,arin,0,NOT ROUTED,False,,,
262315,ROALNET SOLUÇÕES WEB LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,61616;262907,
262316,Ateky Internet Eireli Me,BR,lacnic,0,STUB: VULNERABLE,False,,28283;6939,
262317,ROS Telecom,BR,lacnic,4,REGRESSED,False,,7713;267613,
174,"Cogent Communications, LLC",US,arin,73560,CORE: ACTIVE PROTECTOR,True,0,,
262318,Horizons Telecomunicações e Tecnologia S.A.,BR,lacnic,1,PARTIAL: VULNERABLE (Mixed),False,,14868;53062,
173,Nippon Telegraph and Telephone Corporation,JP,apnic,1,PARTIAL: VULNERABLE (Mixed),False,,9002;6939;20485,
262321,Conectwave Serviços e Internet Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,11432;265130;16735,
262322,IW INTERNET,BR,lacnic,0,STUB: VULNERABLE,False,,53115;262355,
262323,STAR CONECT TELECOM LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,61568;7713;6939,
262324,ALLREDE TELECOM LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,273683,
262325,Oyama Bahia da Silva,BR,lacnic,0,STUB: VULNERABLE,False,,52872,
262320,BANDA TURBO PROVEDORES DE INTERNET LTDA,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,16735,
262319,SFX GESTA&#771;O & SERVIC&#807;OS LTDA - ME,XX,,0,NOT ROUTED,False,,,
262328,CONSTEL TECNOLOGIA LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,53062,
262329,HIT Telecomunicações Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,28189;52925,
262330,NETCOM TERESOPOLIS INFORMATICA E INTERNET LTDA-ME,XX,,0,NOT ROUTED,False,,,
262331,Ceramica Urussanga SA,BR,lacnic,0,NOT ROUTED,False,,,
262332,AGI Informática Ltda ME,BR,lacnic,0,STUB: VULNERABLE,False,,53062,
262333,MHNET TELECOM,BR,lacnic,0,NOT ROUTED,False,,,
262334,NB INFORMATICA,BR,lacnic,0,STUB: VULNERABLE,False,,264943,
262335,THOMSON REUTERS BRASIL CONTEUDO E TECNOLOGIA LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,6424,
262336,Conecta Minas Telecom LTDA,XX,,0,NOT ROUTED,False,,,
262337,POWERSAT SERVICOS DE TELECOMUNICACOES LTDA,XX,,0,NOT ROUTED,False,,,
262338,IKNET INTERNET KARIRI LTDA,BR,lacnic,0,STUB: UNRELIABLE,False,,52965;1031;61680;6939;52925,
195,San Diego Supercomputer Center,US,arin,2,PARTIAL: VULNERABLE (Mixed),False,,2152;22773,
270926,T. dos S. Severio - Telecomunicacoes,BR,lacnic,0,STUB: VULNERABLE,False,,266059,
196,The Boeing Company,US,arin,0,STUB: FORTUITOUS ROV,False,,3356,
262342,WZNET TELECOM LTDA,BR,lacnic,22,REGRESSED,False,,6939,
262343,Net Aki Internet Ltda,BR,lacnic,2,REGRESSED,False,,7713;6939;52468,
262344,VNO Telecom LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,273772,
262345,B & N INFORMATICA LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,53132,
202,"Level 3 Parent, LLC",US,arin,94,PASSIVE (Clean Pipe),False,,3356,
262347,Prefeitura Municipal de Mogi das Cruzes,BR,lacnic,0,STUB: VULNERABLE,False,,271023,
262346,Click Turbo Internet,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,28329;6939;16735,
262349,Instituto Curitiba de Informática,BR,lacnic,0,STUB: VULNERABLE,False,,22381;262589;8167,
262350,TITANNIUM US LTDA ME,XX,,0,NOT ROUTED,False,,,
262351,SITE - Soluc. em Inf. Telec. e Eng. Ltda. - BRSITE,BR,lacnic,0,STUB: VULNERABLE,False,,52988;264127,
262352,NOVA TELECOM LTDA,BR,lacnic,8,REGRESSED,True,8167;61621;263541;265137,6939;8167,0.2
209,Lumen (ex. Qwest),US,arin,394,CORE: ACTIVE PROTECTOR,False,,,
210,Utah Education Network,US,arin,6,REGRESSED,False,,15305;174;209;11537;6939;11164;6461,
262355,VSX Networks,BR,lacnic,73,PARTIAL: VULNERABLE (Mixed),False,,33891;1031;9002;6762;174;34927;6939;3356,
262354,LIGUE MÓVEL S.A.,BR,lacnic,3,PARTIAL: VULNERABLE (Mixed),False,,4230;61832;28368;28598;6939;3356;10429,
262357,Atento Brasil S.A,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,3356;4230,
262358,Avista S/A Administradora de Cart?es de Cr?dito,XX,,0,NOT ROUTED,False,,,
262359,GOONET TELECOMUNICACOES LTDA - ME,XX,,0,NOT ROUTED,False,,,
262360,NEDEL TELECOM,BR,lacnic,3,REGRESSED,False,,28146;6939;53062,
262361,Deznet Telecom Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,53238;53062,
262362,B. D. MATOS & CIA LTDA - SINET INTERNET,BR,lacnic,0,STUB: VULNERABLE,False,,53115,
262363,Wharehouse Informatica e Multimidia Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,40850;266925,
262364,VIASATDIGITAL TELECOM LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,28202;6939,
262365,IBI TELECOM EIRELI,BR,lacnic,0,REGRESSED,False,,268696;6939;52468;53181,
262366,SKY SERVIÇOS DE BANDA LARGA LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,3356;22381;4230,
262367,West Telecom,BR,lacnic,0,REGRESSED,False,,6939;269311,
224,Sikt (Uninett),NO,ripencc,3,VOLATILE,False,,2603,
262369,ok virtual provedor de internet ltda,BR,lacnic,0,STUB: VULNERABLE,False,,264409;265066;6939;53181,
226,Los Nettos,US,arin,9,PARTIAL: VULNERABLE (Mixed),False,,2914;19151;7575,
262371,Siga cred Administradora Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,263139,
262368,DATACIT DATA CENTRO DE INF. TELECOMUNICACOES LTDA,XX,,0,NOT ROUTED,False,,,
262373,CONECT TELECOM,BR,lacnic,0,STUB: VULNERABLE,False,,263151;263903,
262374,FAZZY INTERNET,BR,lacnic,2,REGRESSED,False,,263009;264409;53181,
228,United States Department of Defense (DoD),US,arin,0,STUB: VULNERABLE,False,,668,
262376,NOVANET TELECOMUNICAÇAO LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,6939;263047,
262377,EIVUS DATA CENTER E TELECOM,XX,,0,NOT ROUTED,False,,,
262378,Webflash / COMPUSERVICE EMPREENDIMENTOS LTDA,BR,lacnic,3,REGRESSED,False,,61832;7738;271493;28368,
262379,HZ TELECOMUNICAÇÕES E INFORMATICA LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,269096;23106,
262380,Rontel LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,28210;262428,
237,Merit Network Inc.,US,arin,30,PARTIAL: VULNERABLE (Mixed),False,,2914;3303;7018;174;19151;1299;6939,
262382,EPEC-Empresa Prudentina de Educação e Cultura SA,BR,lacnic,0,STUB: VULNERABLE,False,,28220;22381,
262383,FULL TIME GESTORA DE DADOS LTDA,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,10429;4230,
262381,NETCOMET Comércio e Serviços Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,7713;28283;267613,
262385,VSAT- TELECOMUNICAÇÕES LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,268696;23106;6939,
242,SUPSHIP,US,arin,0,NOT ROUTED,False,,,
262387,Intermicro Ltda,BR,lacnic,1,REGRESSED,False,,263009;6939;53181;21574,
262388,Via Rede Sul Serviço de Informatica Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,11432;269194;28186;52720,
262389,NUV DATACENTER,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,263080,
262390,CESUMAR - CENTRO UNIVERSITARIO DE MARINGA,BR,lacnic,0,STUB: UNRELIABLE,False,,263329;10429;4230,
262391,ACESSOLINE TELECOMUNICAÇÕES LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,53062,
245,Planning Research Corporation,US,arin,0,NOT ROUTED,False,,,
249,Packet Star Networks Limited,EU,ripencc,3,PASSIVE (Clean Pipe),False,,33891;9002;6830;1299;3257;6939;6461,
262394,Internet 5.8 Ltda-ME,BR,lacnic,0,STUB: VULNERABLE,False,,61884,
262395,WIFI Plus Provedor Ltda.,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,264556,
262393,A ALVES GOMES INFORMATICA - ME,BR,lacnic,0,STUB: VULNERABLE,True,6939;11344;15169;28202;53427;60503;61568;61832;262999;263165;264531;265269;266931;267991;269194,61568;269194;266931;52468;265269;262999;6939,0.375
262397,Answer Consultoria Ltda,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,3356,
262398,Thiago Borsato Nazzi ME,XX,,0,NOT ROUTED,False,,,
262399,GLP Telecomunicações Ltda.,BR,lacnic,0,STUB: VULNERABLE,False,,53169;28146,
262396,HBINFO Provedor Ltda - ME,XX,,0,NOT ROUTED,False,,,
262401,GSTN TELECOMUNICACOES LTDA,BR,lacnic,1,PARTIAL: VULNERABLE (Mixed),False,,52468;6939;3356;268624,
262402,ZAP BL TELECOMUNICACOES LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,52468;28198,
262403,Net Way Telecom LTDA ME,BR,lacnic,8,REGRESSED,False,,263009;33891;1031,
262404,JC SERVICOS DE INTERNET LTDA,BR,lacnic,2,REGRESSED,False,,6939;52468;262462,
260,"GTT Americas, LLC",US,arin,2,PARTIAL: VULNERABLE (Mixed),False,,3257;15412;44444;9009,
262406,MELFINET - National Telecom SCM Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,262761;271253;1031,
262407,RAPIDANET TELECOM LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,264216;28283;266438,
262408,CEPAIN TELECOM,BR,lacnic,1,REGRESSED,False,,7713;28146,
262409,CLICK82 SERVICOS DE COMUNICACAO EIRELI,BR,lacnic,1,REGRESSED,False,,6939;3356;267613,
262405,+Net & Telecom,BR,lacnic,0,STUB: VULNERABLE,False,,263608;61923,
262411,Force Telecom Ltda,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,6939;267613,
262412,AGERA TELECOMUNICACOES SA,BR,lacnic,0,STUB: VULNERABLE,False,,273478;17222;52468;6939;10429,
262413,"Intertrade Brasil, Telecomunicações, Multimídia e",BR,lacnic,0,STUB: VULNERABLE,False,,262287;3356;17222;396356,
