asn,name,cc,rir,cone,verdict,has_real_aspa,declared_providers,inferred_upstreams,jaccard_overlap
12967,AT&T Global Network Services Nederland B.V.,NL,ripencc,0,STUB: VULNERABLE,False,,2686,
12968,Netia SA,PL,ripencc,0,NOT ROUTED,False,,,
12969,Ljósleiðarinn ehf (Sýn),IS,ripencc,16,REGRESSED,False,,33891;9002;34927;3216;1103;1299;29075;6939;6461,
12971,Internet Viennaweb Service GmbH,AT,ripencc,0,STUB: VULNERABLE,False,,20751,
12975,Palestine Telecommunications Company (PALTEL),PS,ripencc,25,REGRESSED,False,,60068;14789;5511;174;3356,
12976,CITIC Telecom CPC Rus LLC,RU,ripencc,0,STUB: PASSIVE (Clean Pipe),True,3327,6939;3327,0.5
12978,ANDROMEDA TV DIGITAL PLATFORM ISLETMECILIGI A.S.,TR,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,34984;9121,
12979,JSC Transinfoset,RU,ripencc,0,STUB: VULNERABLE,False,,3216;20485,
12980,AT&T Global Network Services Nederland B.V.,NL,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,8220;6461;3215,
273113,ONERED JWG532 SRL,DO,lacnic,0,STUB: VULNERABLE,False,,272112;394684,
12982,BULINFO EOOD,BG,ripencc,0,STUB: VULNERABLE,False,,34224;208972;31287,
103,Northwestern University,US,arin,0,STUB: VULNERABLE,False,,11164;2381;174;11537;33491;3356,
12984,"PilsFree, z. s.",CZ,ripencc,0,STUB: VULNERABLE,False,,8251,
12985,TVK WSM - Wielunska Spoldzielnia Mieszkaniowa w Wieluniu,PL,ripencc,0,REGRESSED,False,,20804;29535,
12986,Ukrspetskom LLC.,UA,ripencc,0,STUB: VULNERABLE,False,,12963;3255,
516,Eastman Kodak Boston Technology Center,US,arin,0,NOT ROUTED,False,,,
12988,The Phoenix Insurance Company Ltd,IL,ripencc,0,STUB: VULNERABLE,False,,12400;1680;198949,
12989,Black HOST Ltd,CA,arin,0,STUB: VULNERABLE,False,,30058,
12990,Ringier Axel Springer Polska Sp. z o.o.,PL,ripencc,0,STUB: VULNERABLE,False,,5617;6939;12741;3303,
12991,Amt der Ooe. Landesregierung,AT,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,21013;1853,
12992,Proszynski Media sp. z o.o.,PL,ripencc,0,STUB: VULNERABLE,False,,8308;9085,
12993,Delska Latvia,LV,ripencc,9,PARTIAL: VULNERABLE (Mixed),False,,1257;9002;34927;3257;6939;30844,
393485,Tiffany and Company,US,arin,0,STUB: VULNERABLE,False,,7018;54004,
393905,Host Havoc,CA,arin,0,STUB: VULNERABLE,False,,137409;55285,
12996,Domeneshop AS,NO,ripencc,1,PARTIAL: VULNERABLE (Mixed),False,,40676;12389;174;34927;1299;42708;15830;20473;6939;3356;5405,
12997,OJSC Kyrgyztelecom,KG,ripencc,0,STUB: VULNERABLE,False,,8449,
12998,BGNet LLC,UA,ripencc,1,PARTIAL: VULNERABLE (Mixed),False,,48648;13249;6939,
12999,"Federal State Autonomous Educational Institution of Higher Education ""Far Eastern Federal University""",RU,ripencc,0,STUB: VULNERABLE,False,,12332;31133,
13000,Leon Sp. z o.o.,PL,ripencc,7,REGRESSED,False,,7713;33891;20485;9002;174;34927;5617;3257;6939;30844;5405,
13001,PRESSI SAS,FR,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,174,
13002,ISIX Communications LLP,GB,ripencc,6,PARTIAL: VULNERABLE (Mixed),False,,7713;9002;174;34927;3216;30844;6939;3356,
263100,cconnect acesso a internet ltda,XX,,0,NOT ROUTED,False,,,
13004,Serbian Open Exchange DOO,RS,ripencc,27,PASSIVE (Clean Pipe),False,,2914;5511;9002;208972;9009;8218;6939,
13005,Atlas Business Group of Companies Ltd,GB,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,6939;174,
263101,Netmax Tecnologia Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,28283,
13008,Entain Services Austria GmbH,AT,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,19905,
13009,Redcentric Solutions Ltd,GB,ripencc,13,REGRESSED,False,,9002;174;3216;29075;7575;8218;6939;3356;6461,
13010,MTS Internet GmbH,DE,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,9145;3356,
13011,RA Monitorul Oficial,RO,ripencc,0,STUB: VULNERABLE,False,,31313;12310,
13012,Stefan Englhardt,DE,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,12611,
13013,Hewlett Packard France S.A.S.,FR,ripencc,0,STUB: VULNERABLE,False,,6730;702,
13014,Hewlett Packard France S.A.S.,FR,ripencc,0,STUB: VULNERABLE,False,,9498;3356;1221;703,
263102,Flashnet,BR,lacnic,0,STUB: VULNERABLE,False,,52554;53180,
13016,Teleline Ltd.,RU,ripencc,0,NOT ROUTED,False,,,
13017,VODAFONE ENTERPRISE EQUIPMENT LIMITED,GB,ripencc,0,NOT ROUTED,False,,,
13018,Banca Monte Dei Paschi Di Siena S.P.A.,IT,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,12874;3269,
263103,VivaNet Informatica - LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,263276;52965,
13020,Chaos Computer Club (Events),DE,ripencc,0,NOT ROUTED,True,50472,,
271160,Upconnect / Connect Fibra Servicos,BR,lacnic,0,STUB: VULNERABLE,False,,271387;266302,
13022,Streams Telecommunicationsservices GmbH,AT,ripencc,0,STUB: VULNERABLE,False,,8339,
13023,Weber Ltd,UA,ripencc,0,STUB: VULNERABLE,False,,8772,
263104,Net Rápida Brasil Eireli - ME,BR,lacnic,0,STUB: VULNERABLE,False,,262401,
13026,Manuel Kahr,AT,ripencc,0,STUB: VULNERABLE,False,,60587,
13027,Ukrainian National News Agency UKRINFORM,UA,ripencc,0,STUB: VULNERABLE,False,,21497;12963,
263105,Plugnet Informatica Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,262417;53062,
13029,"Autonomous institution Center of Information Technologies of Ministry of Digital Development, Information Policy and Mass Communications of the Chuvash Republic",RU,ripencc,0,STUB: VULNERABLE,False,,3216;8359,
13030,Init7 (Switzerland) Ltd.,CH,ripencc,5181,PARTIAL: VULNERABLE (Mixed),False,,7713;2914;3491;6461;1299;3320;1273;6939;4637,
13032,Kyiv National Taras Shevchenko University,UA,ripencc,0,STUB: VULNERABLE,False,,29491;12687,
263106,VERDENET TELECOMUNICAÇÕES LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,265465,
13034,SOLOCAL,FR,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,3215,
13035,IP Telecom ltd.,IL,ripencc,0,STUB: VULNERABLE,False,,12400;8551,
13036,T-Mobile Czech Republic a.s.,CZ,ripencc,0,STUB: ACTIVE LOCAL ROV,False,,6855,
13037,Zen Internet Ltd,GB,ripencc,3,PARTIAL: VULNERABLE (Mixed),False,,2914;33891;13030;9002;1299;42708;7575;6939;6461,
13038,Euronext Athens Holding S.A.,GR,ripencc,0,NOT ROUTED,False,,,
13039,Global Village GmbH,DE,ripencc,0,STUB: VULNERABLE,False,,7713;58057;9930;174;3320;3257,
13040,FIZ Karlsruhe - Leibniz-Institut fuer Informationsinfrastruktur GmbH,DE,ripencc,0,STUB: VULNERABLE,False,,680;12843,
13041,Consorci de Serveis Universitaris de Catalunya,ES,ripencc,3,REGRESSED,False,,35699;6939;15830;12479,
13042,Oesterreichische Nationalbank,AT,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,1853;1764;8220,
13043,Bayer AG,DE,ripencc,0,STUB: VULNERABLE,False,,32787;702;15830,
13044,Aoun.net s.a.r.l,LB,ripencc,0,NOT ROUTED,False,,,
13045,htp GmbH,DE,ripencc,8,PARTIAL: VULNERABLE (Mixed),False,,7713;33891;20485;1299;29075;3320;6939;3356,
13046,Hrvatski Telekom d.d.,HR,ripencc,15,REGRESSED,False,,1299;8218;6939;3356,
263108,OPANET TELECOMUNICACOES LTDA - ME,BR,lacnic,0,STUB: FORTUITOUS ROV,False,,28260;52877,
263109,Primus Solucoes em T.I. LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,28283;3356;53062,
393988,Pittsburgh International Airport,US,arin,0,STUB: VULNERABLE,False,,33154;46887,
13052,GLOBALCONNECT AS,NO,ripencc,0,NOT ROUTED,True,2116,,
13053,LLC PRIOCOM,UA,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,9002;6939,
13054,badenIT GmbH,DE,ripencc,1,PARTIAL: VULNERABLE (Mixed),False,,7713;33891;20485;15830;3320;6939,
13055,MTS PJSC,RU,ripencc,0,STUB: VULNERABLE,False,,8359,
13056,PJSC Rostelecom,RU,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,12389,
13057,A.P. MOLLER - MAERSK A/S,DK,ripencc,0,STUB: VULNERABLE,False,,51964,
13058,serve-u - Buchholz und Sünderhauf GbR,DE,ripencc,1,PARTIAL: VULNERABLE (Mixed),False,,20485;9002;13237;3320;6939,
13059,Extreme Solutions SRL,RO,ripencc,0,STUB: VULNERABLE,False,,41151,
13060,Basic Net SpA,IT,ripencc,0,STUB: VULNERABLE,False,,41364;21101,
263111,GTVR TELECOMUNICACOES LTDA - ME,BR,lacnic,0,STUB: VULNERABLE,False,,262476,
13062,MTS PJSC,RU,ripencc,0,NOT ROUTED,False,,,
13063,SKF Sverige AB,SE,ripencc,0,STUB: VULNERABLE,False,,51964,
263112,NETDRP SERVIÇOS DE INTERNET LTDA.,BR,lacnic,0,STUB: VULNERABLE,False,,52559,
13065,Uniwersytet Zielonogorski,PL,ripencc,1,VULNERABLE,False,,196844;13293,
519,Systemhouse/INTERACTIVE Systems,US,arin,0,NOT ROUTED,False,,,
13067,CHS Datalink SRL,RO,ripencc,0,NOT ROUTED,False,,,
13068,Wiener Borse AG,AT,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,1764;8220,
13069,GLOBALCONNECT AS,NO,ripencc,0,NOT ROUTED,True,2116,,
13070,SIA Electronic Solutions,LV,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,9002,
263113,Vis?o Inform?tica & Telecomunica??es EIRELI - ME,XX,,0,NOT ROUTED,False,,,
13073,IFAT - Media Information Center LTD,IL,ripencc,0,STUB: VULNERABLE,False,,208905;12491,
13074,Walla Communication LTD,IL,ripencc,0,STUB: VULNERABLE,False,,12400;1680,
13075,PJSC MegaFon,RU,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,31133,
13076,Virgin Media Limited,GB,ripencc,0,NOT ROUTED,True,5089,,
13077,"Federal State Autonomous Educational Institution of Higher Education ""North-Caucasian Federal University""",RU,ripencc,0,STUB: VULNERABLE,False,,3216;3267,
263115,"Fuller Internacional, S.A.P.I. De C.V.",MX,lacnic,0,STUB: VULNERABLE,False,,18734,
13079,Zond Holding JSC,RU,ripencc,0,STUB: VULNERABLE,False,,12695;12389;8359,
263114,Kiwi Networks,MX,lacnic,0,STUB: VULNERABLE,False,,19332;32098;3356,
13082,Kar-Tel LLC,KZ,ripencc,0,NOT ROUTED,False,,,
13083,Vodafone Group Services GmbH,DE,ripencc,0,NOT ROUTED,False,,,
13084,Yahoo Inc.,US,arin,0,NOT ROUTED,False,,,
13085,PATRIA BANK SA,RO,ripencc,0,NOT ROUTED,False,,,
13086,Netia SA,PL,ripencc,0,NOT ROUTED,False,,,
263116,HELP NET TELECOM E INFORMÁTICA LTDA - ME,BR,lacnic,0,STUB: VULNERABLE,False,,52559,
13088,Proximus Luxembourg S.A.,LU,ripencc,0,STUB: VULNERABLE,False,,5488,
263117,VALE NETSHOP LTDA ME,BR,lacnic,0,STUB: VULNERABLE,False,,263276;52965,
520,Coins Community Online Intelligence System,US,arin,0,NOT ROUTED,False,,,
13091,"Posta Srbije Drustvo S Ogranicenom Odgovornoscu, Beograd",RS,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,8400,
13092,Akademska mreza Republike Srbije - AMRES,RS,ripencc,1,ACTIVE LOCAL ROV,False,,21320;20965,
13093,Haaretz Daily Newspaper Ltd.,IL,ripencc,0,STUB: VULNERABLE,False,,1680;208905;8551,
13094,"JSC ""ER-Telecom Holding""",RU,ripencc,15,PARTIAL: VULNERABLE (Mixed),False,,25091;33891;6939;208972,
13095,"PJSC ""Vimpelcom""",RU,ripencc,0,STUB: VULNERABLE,False,,8402,
263118,Celulose Nipo-Brasileira S.A - CENIBRA,BR,lacnic,0,STUB: VULNERABLE,False,,28360;4230,
13097,Axera SpA,IT,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,34758,
263119,BKup Ti e Telecom Ltda ME,BR,lacnic,0,STUB: VULNERABLE,False,,53062,
13099,"""AZ-EVRO TEL"" LLC",AZ,ripencc,0,STUB: VULNERABLE,False,,34170,
13100,Equinix (EMEA) Acquisition Enterprises B.V.,NL,ripencc,0,NOT ROUTED,False,,,
13101,TNG Stadtnetz GmbH,DE,ripencc,10,PARTIAL: VULNERABLE (Mixed),False,,7713;20485;13030;5405;9002;34927;30844;1103;1299;3320;8218;6939;3356;6461,
13102,Istanbul Bilgi Universitesi,TR,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,9121,
13103,"Limited Liability Company ""KYIVSKI TELEKOMUNIKATSIYNI MEREZHI""",UA,ripencc,0,NOT ROUTED,False,,,
263120,STARNET COMUNICACAO MULTIMIDIA LTDA ME,BR,lacnic,0,REGRESSED,False,,6939;3356;10429;16735,
13105,INFORM LLC,RU,ripencc,0,STUB: VULNERABLE,False,,20485;12389;8359;9002;5610;3216;56534;57304;9049,
273114,PROMOTORA DE TELEVISION INTERNET Y COMUNICACIONES S.A.S,CO,lacnic,0,STUB: VULNERABLE,False,,18678,
13107,PIK Ltd,RU,ripencc,0,NOT ROUTED,False,,,
263121,Atende Telecom e Engenhaia LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,263456,
104,University of Colorado at Boulder,US,arin,0,STUB: VOLATILE,False,,14041;3356,
13110,INEA sp. z o.o.,PL,ripencc,30,REGRESSED,False,,7713;33891;20485;1299;6939;3356,
521,Ford Motor Company,US,arin,0,NOT ROUTED,False,,,
271447,SOFTLINK INTERNET,BR,lacnic,0,STUB: VULNERABLE,False,,265377;271126,
13113,ISI Line srl,IT,ripencc,1,PARTIAL: VULNERABLE (Mixed),False,,13030;9002;174;9304;6939,
263122,Marisol Vestuario S.A.,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,4230;28343,
13115,Home of the Brave Internet Technology Based Solutions GmbH,DE,ripencc,0,STUB: VULNERABLE,False,,29404,
13116,Tele2 Russia,SE,ripencc,0,STUB: VULNERABLE,False,,48092;12389,
13117,"Nexusguard, Inc",US,arin,0,STUB: VULNERABLE,False,,45474,
13118,PJSC Rostelecom,RU,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,12389,
13119,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Akademickie Centrum Informatyki",PL,ripencc,10,REGRESSED,False,,33891;1764;20804;9002;174;5617;20473;8218;6939,
271030,RICHARDDYSON DE SOUSA MORAIS - ME,XX,,0,NOT ROUTED,False,,,
13121,Lanet LLC,UA,ripencc,0,STUB: VULNERABLE,False,,39608;9002,
13122,Manx Telecom Trading Ltd,IM,ripencc,3,PARTIAL: VULNERABLE (Mixed),False,,33891;13030;9002;34927;3216;30844;1103;1299;29075;6939;3356,
263124,ZAP TELECOMUNICAÇÕES LTDA - EPP,BR,lacnic,0,REGRESSED,False,,265023,
13124,A1 Bulgaria EAD,BG,ripencc,0,STUB: VOLATILE,False,,8717,
13126,Satellite Mediaport Services Ltd.,GB,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,3257;174,
13127,Odido Netherlands B.V.,NL,ripencc,15,VOLATILE,False,,55256,
13128,IT-Dienstleistungszentrum Berlin,DE,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,8218;6939;8220,
263125,SENDNET TELECOM LTDA,XX,,0,NOT ROUTED,False,,,
13130,Autostadt GmbH,DE,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,5400;9136,
13132,cyberways Informationsdienste GmbH,DE,ripencc,0,STUB: VULNERABLE,False,,7713;33891;20485;1299;42708;3320;6939,
263126,XMAX TELECOM LTDA.,BR,lacnic,0,STUB: VULNERABLE,False,,28283,
13134,"Instituto de Informatica, IP - Ministerio da Solidariedade e Seguranca Social",PT,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,2860,
13135,Wieske's Crew GmbH,DE,ripencc,0,STUB: VULNERABLE,False,,6939;3356;9211,
13136,Interstroom Informatietechnologie BV,NL,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,24875,
13137,AGENCIA EFE SA,ES,ripencc,0,STUB: VULNERABLE,False,,12357;12479,
13138,Turk Ekonomi Bankasi Anonim Sirketi,TR,ripencc,0,STUB: VULNERABLE,False,,34984;9121;15924,
263127,Redes y Comunicaciones de Michoacan S.A. de C.V.,MX,lacnic,0,NOT ROUTED,False,,,
13140,Webmad Webmarketing GmbH,DE,ripencc,0,NOT ROUTED,False,,,
522,Air Force Systems Networking,US,arin,0,NOT ROUTED,False,,,
263128,Internet Maxima Tecnologia Ltda,BR,lacnic,0,STUB: VULNERABLE,False,,11432;22381,
13144,Vodafone Limited,GB,ripencc,0,NOT ROUTED,False,,,
13147,Net Info JSCo,BG,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,57344,
13148,All for One Group SE,DE,ripencc,0,NOT ROUTED,False,,,
13150,CATO NETWORKS LTD,IL,ripencc,22,INCONSISTENT,False,,20485;5511;3216;1299;4755;9498;6939;12956;3356;4637;8220;7713;3491;9002;3257;6461;15830;2914;33891;34927;52468,
275296,SPEEDYFAST TELECOMUNICA��ES LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,263508,
13153,SingularLogic S.A.,GR,ripencc,0,STUB: VULNERABLE,False,,198949,
13154,Reishauer AG,CH,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,8220,
13155,MTS PJSC,RU,ripencc,0,STUB: VULNERABLE,False,,8359,
13156,"NOWO COMMUNICATIONS, S.A.",PT,ripencc,0,NOT ROUTED,False,,,
13157,GOPAS Solutions GmbH,DE,ripencc,0,STUB: VULNERABLE,False,,13237;15830;12731;6939;3356,
263131,Crvnet Comunicações Junqueira e Guimarães ltda,BR,lacnic,0,STUB: VULNERABLE,False,,53209,
263130,Lays Valeria Costa Almeida França - EPP,XX,,0,NOT ROUTED,False,,,
13160,EMMELIBRI S.R.L.,IT,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,20836,
13161,"LTD ""Technocom""",RU,ripencc,0,STUB: VULNERABLE,False,,5523,
523,"Headquarters, USAISC",US,arin,0,NOT ROUTED,False,,,
13165,Siberian Internet Company LLC,RU,ripencc,0,STUB: VULNERABLE,False,,25227;35598;62255,
13167,Merck KGaA,DE,ripencc,0,STUB: VULNERABLE,False,,4657;12897;8220;3758,
263133,IPLink Telecom,BR,lacnic,0,STUB: VULNERABLE,False,,53062;262847,
13169,ABN AMRO Bank N.V.,NL,ripencc,0,STUB: VULNERABLE,False,,32787,
13170,Kaisanet Oy,FI,ripencc,3,PARTIAL: VULNERABLE (Mixed),False,,9002;6667;42708;20473;6939;5405,
13171,Belarusian State University,BY,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,25106,
13172,Electroenergien Sistemen Operator EAD,BG,ripencc,0,STUB: VULNERABLE,False,,8262;202;208972;8280;8218;6939;3356;5405,
13173,Foreshore Limited,JE,ripencc,0,STUB: VULNERABLE,False,,8680,
13174,MTS PJSC,RU,ripencc,0,STUB: VULNERABLE,False,,8359,
263134,UNIVERSIDAD AUTONOMA DE QUERETARO,MX,lacnic,0,STUB: VOLATILE,False,,265561,
268429,SISTELBRAS TELECOM,BR,lacnic,0,STUB: VULNERABLE,False,,61832;28368,
393989,3nom,US,arin,0,STUB: PASSIVE (Clean Pipe),True,174;6939;53340,6939;174,0.6666666666666666
13178,"LLC ""Real-net""",RU,ripencc,1,PARTIAL: VULNERABLE (Mixed),False,,43727;1299;29076;9049;31133,
263135,NOVA PORTONET TELECOMUNICAÇÕES LTDA ME,BR,lacnic,0,STUB: VOLATILE,False,,271253;1031,
13180,CEDACRI S.P.A.,IT,ripencc,0,NOT ROUTED,False,,,
13182,Made Network Srl,IT,ripencc,0,STUB: VULNERABLE,False,,8218;6939;28716;41327,
13183,Intesa Sanpaolo S.p.A.,IT,ripencc,0,NOT ROUTED,False,,,
13184,Telefonica Germany GmbH & Co.OHG,DE,ripencc,0,NOT ROUTED,False,,,
13185,"FSBE Institution of HE ""I.S. TURGENEV Orlovsky STATE UNIVERSITY""",RU,ripencc,0,STUB: VULNERABLE,False,,8359,
13186,Evolutio Cloud Enabler SA,ES,ripencc,0,STUB: VULNERABLE,True,8903;12541;202766,12541;202766;8903,1.0
13187,LANXESS Deutschland GmbH,DE,ripencc,0,NOT ROUTED,False,,,
13188,Triolan,UA,ripencc,0,STUB: VOLATILE,False,,35297;50629;9002;208972;174;34927;199995;28917;3255;35320;8218;6939,
13189,Liden Data Internetwork AB,SE,ripencc,6,REGRESSED,False,,33891;20485;1299;42708;15830;20473;6939;5405,
13190,Cryptoshell AG,LI,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,174,
2620,Navy Network Information Center (NNIC),US,arin,0,NOT ROUTED,False,,,
2622,United States Department of Defense (DoD),US,arin,0,NOT ROUTED,False,,,
13193,Keyyo SA,FR,ripencc,0,STUB: VULNERABLE,False,,34659,
13194,"UAB ""Bite Lietuva""",LT,ripencc,63,REGRESSED,False,,20485;12389;5511;9002;174;34927;30844;6453;3257;6939;3356,
13195,"Ingenieria y Economia del Transporte, S.A",ES,ripencc,0,STUB: VULNERABLE,False,,12338;12357,
263138,METALSA SAPI DE CV,MX,lacnic,0,STUB: VULNERABLE,False,,32098;8151,
13199,Jaroslav Doubrava,CZ,ripencc,0,STUB: VULNERABLE,False,,39392;6939;1764;47232,
13200,Banco BPI SA,PT,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,2860,
13201,Rockenstein AG,DE,ripencc,0,NOT ROUTED,False,,,
13202,Production Company POLISAN Ltd.,UA,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,41967,
13204,TERA YATIRIM MENKUL DEGERLER A.S.,TR,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,34984,
13205,British Telecommunications Limited,GB,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,5400;2856,
263140,Net-Uai Internet Provider LTDA ME,BR,lacnic,0,STUB: VULNERABLE,False,,267221;16735,
13208,Newtel Limited,JE,ripencc,3,REGRESSED,False,,50629;208972;174;15830;7575;8218;6939;3356,
13209,Atom Hosting SRL,RO,ripencc,0,STUB: VULNERABLE,False,,12302,
13210,ACADEMIA DE STUDII ECONOMICE,RO,ripencc,0,STUB: VULNERABLE,False,,9009;2614;39737,
263141,"JAFRA COSMETICS INTERNATIONAL, S.A. DE C.V.",MX,lacnic,0,STUB: VULNERABLE,False,,8151,
13212,GLOBALCONNECT AS,NO,ripencc,0,NOT ROUTED,True,2116,,
13213,THG HOSTING LIMITED,GB,ripencc,4,PARTIAL: VULNERABLE (Mixed),False,,7713;33891;20485;13030;3303;9002;6461;3216;1299;23764;9304;6939;30844;4637,
13214,Hans Fredrik Lennart Neij,SE,ripencc,1,PASSIVE (Clean Pipe),True,30893;61229;215551,20473;6939,0.0
13215,"JSC Telecommunication company ""Convey Plus""",RU,ripencc,1,PARTIAL: VULNERABLE (Mixed),False,,12389;9002;35598;62255;57304;6939;31133,
13216,States of Guernsey,GG,ripencc,0,NOT ROUTED,False,,,
13217,VODAFONE ENTERPRISE EQUIPMENT LIMITED,GB,ripencc,0,NOT ROUTED,False,,,
13218,WorkWave UK LTD,GB,ripencc,0,NOT ROUTED,False,,,
263143,House Net,BR,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,6939;267613,
263142,Route Way Telecomunicações LTDA ME,BR,lacnic,0,STUB: VULNERABLE,False,,266525,
271451,WinLink Telecom,BR,lacnic,0,STUB: VULNERABLE,False,,264564;61740,
13223,Council Of Europe,FR,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,15557;3215,
13224,AS13224,ZZ,,0,NOT ROUTED,False,,,
263144,R2 TECNOLOGIA E TELECOMUNICACOES LTDA - ME,BR,lacnic,0,REGRESSED,False,,61568;6939,
13226,CYBERNET SA,BE,ripencc,0,STUB: UNRELIABLE,False,,45049;6939;174,
13227,Kraft-S LLC,RU,ripencc,0,STUB: VULNERABLE,False,,3216;9049;12389,
13230,JSC Avantel,RU,ripencc,0,NOT ROUTED,False,,,
13231,Baharan PLC,IR,ripencc,0,STUB: VULNERABLE,False,,51074,
273115,PRAIAMAR SA,UY,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,19422,
13233,Schoene Toechter GmbH,DE,ripencc,0,STUB: VULNERABLE,False,,48918,
2630,United States Department of Defense (DoD),US,arin,0,NOT ROUTED,False,,,
13235,Nik Rayan Parsian Computer Services Cooperative Company,IR,ripencc,0,NOT ROUTED,False,,,
13236,DATACOM LTD,BG,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,8866,
13237,euNetworks GmbH,DE,ripencc,297,REGRESSED,False,,7713;9002;6830;1299;3320;3257;6939;6461,
13238,YANDEX LLC,RU,ripencc,1,PARTIAL: VULNERABLE (Mixed),True,1299;9002;20764;57304,3216;9002;6939;34927,0.14285714285714285
263147,METROREDE *,BR,lacnic,0,STUB: VULNERABLE,False,,262847,
13240,GUIDELINE GROUP INFORMATION TECHNOLOGIES LTD,IL,ripencc,0,STUB: VULNERABLE,False,,1680;8551,
263146,NAVEGAMAIS TELECOM LTDA,BR,lacnic,0,STUB: VULNERABLE,False,,13786;6939;268925,
13242,Latvia University of Life Sciences and Technologies,LV,ripencc,0,STUB: VULNERABLE,False,,34073,
13243,Tieto Norway AS,NO,ripencc,0,STUB: VULNERABLE,True,5619,5619,1.0
13244,Rietumu Bank,LV,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,9002;12578,
526,"Headquarters, USAISC",US,arin,0,NOT ROUTED,False,,,
13246,Key-Systems GmbH,DE,ripencc,0,STUB: VOLATILE,False,,8881;8767;3223,
13247,Erdenreich Datentechnik GmbH,DE,ripencc,4,REGRESSED,False,,2914;58057;1299;3320;6939;3356;5405,
271031,PTI TELECOMUNICAÇÕES EIRELI,BR,lacnic,0,NOT ROUTED,False,,,
13249,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",UA,ripencc,40,PARTIAL: VULNERABLE (Mixed),False,,7713;20485;9002;6762;174;34927;30844;3257;6939;3356;6461;3326,
13250,Backbone Solutions AG,CH,ripencc,0,STUB: VULNERABLE,False,,3491;34309;13030;9002;6730;174;1299;3257;6939,
13251,QiTEC GmbH,DE,ripencc,0,STUB: VOLATILE,False,,16097;21413,
13252,FREENET JSC,UA,ripencc,0,NOT ROUTED,False,,,
13253,Intesa Sanpaolo S.p.A.,IT,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,12874;3269,
13254,ARNOLDO MONDADORI EDITORE SPA,IT,ripencc,0,STUB: PASSIVE (Clean Pipe),False,,12874,
2634,Verizon Business,US,arin,0,STUB: PASSIVE (Clean Pipe),False,,701,
263150,ANTONIO FRIAS SALAZAR,MX,lacnic,0,STUB: PASSIVE (Clean Pipe),False,,1299;3356,
13257,"PJSC ""Vimpelcom""",RU,ripencc,0,STUB: VULNERABLE,False,,3216,
263149,Centro de Enseñanza Tecnica Industrial,MX,lacnic,0,STUB: VULNERABLE,False,,8151,
13259,Delta Telesystems Ltd.,RU,ripencc,7,PASSIVE (Clean Pipe),False,,12389;31133,
13260,"SKUBA, UAB",LT,ripencc,0,STUB: VULNERABLE,False,,8764,
527,United States Department of Defense (DoD),US,arin,0,NOT ROUTED,False,,,
