asn,count,cone,name
22604,10,1,Disney Streaming Services
4773,10,1,M1 Limited
209181,10,1,Zenex 5ive Limited
200020,10,1,Stichting NBIP-NaWas
25255,10,1,Hutchison Drei Austria GmbH
132647,10,1,Pengelola Nama Domain Internet Indonesia
29357,10,1,OOredOO Kuwait NMTC
50272,10,1,AVUR AS
10282,10,1,GLOBAL ONE
3238,10,1,Ålands Telekommunikation Ab
42010,10,1,I.T. PROFESSIONAL SERVICES LIMITED
1280,10,1,"Internet Systems Consortium, Inc."
12390,10,1,KCOM Group Limited
11228,10,1,ARINC INCORPORATED
5605,10,1,NetUSE AG
35793,10,1,Acronis International GmbH
20559,10,1,Fundaments B.V.
53850,10,1,"GorillaServers, Inc."
22317,10,1,"F5, Inc."
207176,10,1,OPENFIBER B.V.
34288,10,1,Kantonsschule Zug
50083,10,1,Hermes Telecom BVBA
45187,10,1,Rackspace IT Hosting AS IT Hosting Provider Hong Kong
12440,10,1,Hughes Network Systems GmbH
10879,10,0,Unitedhealthcare
48305,10,0,Noraina Ltd
5390,10,0,Euronet Communications B.V.
49362,10,0,DSV A/S
210258,10,0,Wildanet Ltd
36184,10,0,Virtu Financial Operating LLC
47589,10,0,VIVA Kuwait (STC)
44788,10,0,Criteo Technology SAS
132825,10,0,MYTEK TRADING PTY LTD
132046,10,0,Sunbridge worldwide LTD
215248,10,0,Bastiaan Mathijs Brink
205627,10,0,Daimler Truck AG
14969,10,0,JANE STREET
12430,10,0,VODAFONE ESPANA S.A.U.
53589,10,0,PlanetHoster
42612,10,0,DinaHosting S.L.
39684,10,0,OOO Mango Telecom
62663,10,0,Telecall
60022,10,0,Sona Network B.V.
24319,10,0,Akamai Technologies Tokyo ASN
60476,10,0,LLC VK (Digital Transformation Plus LLC)
14203,10,0,"Juniper Networks, Inc."
54309,10,0,NEGU
30827,10,0,Extraordinary Managed Services Ltd
15435,10,0,DELTA Fiber Nederland B.V.
133865,10,0,"Beijing IQIYI Science & Technology Co., Ltd."
13524,10,0,Arrow Electronics
58273,10,0,Broadband for the Rural North Limited.
62642,10,0,"Bigleaf Networks, Inc."
13778,10,0,Johnson & Johnson
8632,10,0,Luxembourg Online S.A.
12355,10,0,HeLi NET Telekommunikation GmbH & Co.
199610,10,0,marbis GmbH
138699,10,0,TikTok Pte. Ltd.
213176,10,0,Check Point Software Technologies Ltd
132139,10,0,VECLOUD LIMITED
20546,10,0,SOPRADO GmbH
51978,10,0,WEMACOM Telekommunikation GmbH
29141,10,0,Bradler & Krantz GmbH & Co. KG
38090,10,0,pearlabyss
11983,10,0,Tiktok U.S. Data Security Inc.
17350,10,0,Moody's Corp.
31747,10,0,"BlackRock Financial Management, Inc."
397074,10,0,Marshalls
3856,10,0,"Packet Clearing House, Inc."
13360,10,0,Triton Digital
36459,10,0,"GitHub, Inc."
59637,10,0,RamSvyazInvest LLC
45432,10,0,Tech Mahindra Limited
215212,10,0,Sander Jeurissen
4004,10,0,"Orange Business Services Britain, Western Africa"
11031,10,0,Orbis Investments (Canada) Limited
20258,10,0,"Analog Devices, Inc."
198622,10,0,Adform A/S
395505,10,0,"iManage, LLC"
201290,10,0,BlackGATE B.V.
38166,10,0,Standard Chartered Bank (Hong Kong) Limited.Banking and
19197,10,0,"Stefanini, Inc."
13896,10,0,"8x8, Inc."
22135,10,0,Skechers USA
200325,10,0,Bunny.net
22768,10,0,SYNERGY BROADBAND
207063,10,0,"Kentik Technologies, Inc."
56478,10,0,Hyperoptic Ltd
34549,9,34653,meerfarbig GmbH & Co. KG
35280,9,34243,F5 Networks SARL
3216,9,26727,Vimpelcom PJSC
20473,9,20592,"The Constant Company, LLC"
15830,9,15000,"Equinix, Inc."
7575,9,8237,Australian Academic and Research Network (AARNet)
13030,9,5181,Init7 (Switzerland) Ltd.
852,9,2202,TELUS Communications Inc.
1764,9,1907,Next Layer Telecommunications
8447,9,1179,A1 Telekom Austria AG
4230,9,1082,Claro (Embratel)
50629,9,993,LWLcom GmbH
137409,9,970,GSL Networks Pty LTD
18403,9,287,FPT Telecom Company
12552,9,243,GlobalConnect (IP-Only)
8641,9,197,"LLC ""Nauka-Svyaz"""
1680,9,167,Cellcom Fixed Line Communication L.P
21949,9,161,Beanfield Technologies Inc.
58715,9,131,EARTH TELECOMMUNICATION (Pvt) LTD.
29838,9,128,"Atlantic Metro Communications II, Inc."
8151,9,121,Telmex (Uninet)
31287,9,118,IPACCT CABLE Ltd
7552,9,117,Viettel Group
28716,9,105,Retelit Digital Services S.p.A.
8772,9,102,NetAssist LLC
39686,9,96,Eurofiber Nederland BV
8262,9,93,Evolink EAD
47605,9,76,FNE-Finland Oy
30823,9,71,aurologic GmbH
58212,9,70,dataforest GmbH
9119,9,69,SOFTNET d.o.o.
17433,9,67,Hytron Network Services Limited
9848,9,61,SEJONG NETWORKS
49800,9,61,GNC-Alfa CJSC
2860,9,57,"NOS COMUNICACOES, S.A."
135069,9,55,Feenix Communications Limited
3204,9,53,xTom OU
49063,9,52,Data Storage Center JSC
11232,9,50,Midcontinent Communications
25180,9,50,Exponential-E Ltd.
6849,9,47,"JSC ""Ukrtelecom"""
8926,9,45,Moldtelecom SA
4181,9,43,TDS TELECOM
138997,9,42,Eons Data Communications Limited
9457,9,42,DREAMLINE CO.
394177,9,41,Shift Hosting LLC
10010,9,38,TOKAI Communications Corporation
40850,9,37,UPIX NETWORKS INTERNATIONAL LLC
25645,9,37,"Momentum Telecom, Inc."
25394,9,36,MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG
50581,9,35,Ukrainian Telecommunication Group LLC
17054,9,33,Expedient
4213,9,33,Krypt Technologies
1241,9,31,Nova Telecommunications & Media Single Member S.A
15576,9,31,NTS workspace AG
8492,9,29,"""OBIT"" Ltd."
50309,9,29,Arcadiz Telecom NV
53427,9,28,TGLOBAL NETWORKS
140570,9,28,Hong Kong Beecloud System Technology Services Limited
397423,9,28,Tier.Net Technologies LLC
29314,9,28,VECTRA S.A.
39801,9,27,France-IX L3 Services
212477,9,26,RoyaleHosting B.V.
19318,9,26,"Interserver, Inc"
20119,9,26,ARROW DATACENTERS INC
24173,9,26,Netnam Company
16347,9,26,ADISTA SAS
6677,9,23,Míla hf
53587,9,22,"AZURE TECHNOLOGY CO., LIMITED"
8758,9,22,Iway AG
8001,9,21,"Cologix, Inc"
12703,9,21,Pulsant (Scotland) Ltd
45250,9,21,Vocom International Telecommunications AP Area
44684,9,21,Mythic Beasts Ltd
31122,9,19,Digiweb ltd
32217,9,19,GPIEX INC
215120,9,18,Evolus IT Solutions GmbH
42532,9,17,SIA VEESP
36874,9,17,Cybersmart
12969,9,16,Ljósleiðarinn ehf (Sýn)
101,9,16,University of Washington
32133,9,16,Ting Fiber Inc.
43391,9,16,NETDIREKT BILISIM DANISMANLIK ILETISIM HIZMETLERI SANAYI VE TICARET AS
24203,9,15,PT XL Axiata Tbk
265680,9,15,HNTELCO S.A
11320,9,15,LightEdge Solutions
43641,9,14,SOLLUTIUM EU Sp z.o.o.
15763,9,14,DOKOM Gesellschaft fuer Telekommunikation mbH
61400,9,14,Start2 LLC
37119,9,14,UNITEL SA
39180,9,14,LASOTEL SAS
17547,9,13,M1 NET LTD
37035,9,13,MIC TANZANIA LTD
400587,9,13,"Ryamer, LLC"
8888,9,13,xTom Pty Ltd
28968,9,13,"JSC ""Evrasia Telecom Ru"""
13009,9,13,Redcentric Solutions Ltd
48166,9,13,FORTEX CJSC
393577,9,12,Tritan Development
58115,9,11,SwissIX Internet Exchange
33922,9,11,UAB Nacionalinis Telekomunikaciju Tinklas
7679,9,11,"QTnet,Inc."
3330,9,11,eww ag
60764,9,10,Telecom Samara LLC
269832,9,10,MDS TELECOM C.A.
13119,9,10,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Akademickie Centrum Informatyki"
5413,9,10,Wavenet Limited
51202,9,10,NUXOA GmbH
25467,9,10,Akton d.o.o.
262206,9,10,COMCEL GUATEMALA S.A.
203201,9,9,INFRASTRUCTURE ITALIA COLO S.R.L.
4226,9,9,Sumofiber
5416,9,9,BEYON B.S.C.
20836,9,9,CDLAN SpA
7642,9,9,Dhivehi Raajjeyge Gulhun Public Limited Company
25460,9,9,The Networking People (TNP) Limited
8680,9,9,Sure (Guernsey) Limited
198726,9,8,Wemaconnect GmbH
139831,9,8,DITO TELECOMMUNITY CORP.
6802,9,8,Bulgarian Research and Education Network Association (BREN)
3920,9,8,PUSHPKT OU
15605,9,7,Connesi S.p.A.
41692,9,7,OpenCarrier eG
15598,9,7,NorthC Deutschland GmbH
61157,9,7,PlusServer GmbH
29014,9,7,ScaleUp Technologies GmbH & Co. KG
23089,9,7,Hotwire Communications
20932,9,7,Services Industriels de Geneve
137969,9,7,HONG KONG BRIDGE INFO-TECH LIMITED
50113,9,7,FIRST SERVER LIMITED
50533,9,7,I.T.E.N.O.S. International Telecom Network Operation Services GmbH
42291,9,6,OOO Istranet
559,9,6,SWITCH
14713,9,6,Hosted Backbone
29687,9,6,Geodim Ltd.
46844,9,6,Sharktech
31638,9,6,Lepida S.c.p.A.
34602,9,6,MEGASVYAZ LLC
47973,9,6,Digital Realty Netherlands B.V.
34170,9,6,Aztelekom LLC
26223,9,5,Silver Star Communications
6660,9,5,VODAFONE ENTERPRISE EQUIPMENT LIMITED
34968,9,5,iunxi B.V.
29611,9,5,Elite Limited
5377,9,5,Marlink AS
266602,9,5,ODATA S.A.
48011,9,5,Turunc Smart Bilgisayar Teknoloji Ve Dis Ticaret Limited Sirketi
8821,9,5,WWZ Telekom AG
12732,9,5,GutCon GmbH
29140,9,4,Hostserver GmbH
196922,9,4,Hofmeir Media GmbH
8801,9,4,Rocket Fibre Ltd
50010,9,4,Omani Qatari Telecommunication Company SAOC
19229,9,4,Ensono LP
6876,9,4,TENET Scientific Production Enterprise LLC
42755,9,4,DataFiber Group B.V.
4818,9,4,DiGi Telecommunications Sdn. Bhd.
35826,9,4,Netservers Limited
43414,9,4,H2B Assets B.V.
48927,9,4,ESEVEN DevOps GmbH
36916,9,4,X-DSL Networking Solutions
9031,9,3,EDPNET Belgium BV
41811,9,3,CONVERGENCE (GROUP NETWORKS) LIMITED
60793,9,3,Telefonica Tech (Cancom UK&I)
13037,9,3,Zen Internet Ltd
62390,9,3,NexonHost Srl
32244,9,3,"Liquid Web, L.L.C"
59395,9,3,Southern Communications Ltd
41230,9,3,ASK4 Limited
52771,9,3,GB Online
21723,9,3,GOCO TECHNOLOGY LIMITED PARTNERSHIP
12941,9,3,intersaar GmbH
24638,9,3,Rambler Internet Holding LLC
33554,9,3,Neutral Data Centers Corp.
200023,9,3,Qonnected B.V.
51561,9,2,ICUK Computing Services Limited
24916,9,2,Orbital Net Ltd
198781,9,2,Connect Managed Services (UK) Limited
131267,9,2,Unitel Laos
31229,9,2,Beyond.pl sp. z o.o.
62246,9,2,WJY Limited
47541,9,2,LLC VK
56286,9,2,IX Telecom
29182,9,2,JSC IOT
42707,9,2,e-Quest IT-diensten B.V.
39832,9,2,Opera Norway AS
199483,9,2,NXO France SAS
398991,9,2,X99
47638,9,2,Cadence Networks Ltd
216107,9,2,Noah van der Aa trading as Frumentum Media
215760,9,2,Adam Grazioli
214731,9,2,ETO Networks Limited
9908,9,2,HK Cable TV Ltd
60144,9,2,3W Infra B.V.
35526,9,2,Smart Technology LLC
9153,9,2,Burstfire Networks Ltd
5503,9,2,RM Education Ltd
9729,9,2,iAdvantage Limited
48092,9,2,T2 Mobile LLC Nizhniy Novgorod branch
2647,9,2,Orange Business Communications Technology Limited
5430,9,2,Wortmann AG
199939,9,1,KeenSystems B.V.
138866,9,1,PT Mitra Media Data
44056,9,1,Trytek LLC
25374,9,1,ESCOM Ltd. - Haskovo
49033,9,1,Critical Core BV
8763,9,1,DENIC eG
200736,9,1,MEDIANET INVEST AE
131219,9,1,Indosat Singapore Pte. Ltd.
55944,9,1,Ooredoo Maldives Plc
3213,9,1,Bogons Ltd
206067,9,1,Hutchison 3G UK Limited
207375,9,1,Fiber Operator B.V.
206383,9,1,VOXLAN LTD.
31742,9,1,Sota Solutions Ltd.
198930,9,1,Vereinigte Stadtwerke Media GmbH
13289,9,1,Krick Management GmbH trading as iWelt GmbH + Co. KG
21267,9,1,Wavenet Limited
7734,9,1,Toronto Dominion Bank
51248,9,1,Host-Telecom.com s.r.o.
8554,9,1,TAS France SAS
201838,9,1,Community Fibre Limited
135300,9,1,"Myanmar Broadband Telecom Co., Ltd"
58580,9,1,Fastrack Technology
54103,9,1,"MOD Mission Critical, LLC"
28613,9,1,HUGHES TELECOMUNICACOES DO BRASIL LTDA.
25151,9,1,Cyso Group B.V.
212250,9,1,Horizon Scope Mobile Telecom WLL
199284,9,1,Thueringer Netkom GmbH
52091,9,1,Level-MSK Ltd.
209710,9,0,SNRD NETWORKS LIMITED
8469,9,0,CANCOM Managed Services GmbH
21504,9,0,"The Bessemer Group, Inc."
202448,9,0,MVPS LTD
55219,9,0,"Cisco Systems, Inc."
202954,9,0,Rapiddot Hosting Services Ltd
54896,9,0,SMC Corporation of America
50414,9,0,ThousandEyes LLC
212628,9,0,ARTRUBY PTE. LTD.
202779,9,0,EVOBITS Information Technology SRL
54148,9,0,Dynamic Quantum Networks
199790,9,0,IP Telecom Bulgaria
19171,9,0,Stargate Connections Inc.
8587,9,0,Infracom Holding B.V.
131274,9,0,Cypresstel Global Network
198736,9,0,Stream Networks Ltd
18438,9,0,Brown Brothers Harriman & Company
206614,9,0,Taboola.com ltd
13250,9,0,Backbone Solutions AG
63888,9,0,DATAWING LIMITED
43872,9,0,Optinet U.K. Limited
21534,9,0,"BroadSoft, Inc."
48519,9,0,Knipp Medien und Kommunikation GmbH
54535,9,0,"Nike, Inc."
32575,9,0,"DigiCert, Inc."
401671,9,0,ACCESSPARKS LLC
13105,9,0,INFORM LLC
210893,9,0,Layered Technologies Limited
399768,9,0,Verition Group LLC
2134,9,0,"Santander Global Technology and Operations, S.L."
21221,9,0,Infopact Netwerkdiensten B.V.
41743,9,0,OPTIMASET Ltd.
219421,9,0,Jonatan Miarecki
56683,9,0,EXNESS LIMITED
20347,9,0,Nvidia Corporation
34624,9,0,Megaspace Internet Services GmbH
32319,9,0,"Marqeta, Inc."
48851,9,0,Radware Ltd
205394,9,0,CSL (DualCom) Limited
13684,9,0,"Medtronic, Incorporated"
39090,9,0,Brandl Services GmbH
32461,9,0,"ARE-East River Science Park, LLC"
211389,9,0,Briant Broadband Limited
51263,9,0,County Broadband Ltd
3455,9,0,Liberty Mutual Group
4549,9,0,"ESPN, Inc."
57629,9,0,LLC IVI.RU
8302,9,0,Zattoo AG
212980,9,0,"UAB ""Atlantis Capital"""
55967,9,0,"Beijing Baidu Netcom Science and Technology Co., Ltd."
49920,9,0,FLOWBIRD SAS
15436,9,0,WITBE S.A.
397849,9,0,ZOHO
51752,9,0,"Wachttoren-, Bijbel en Traktaatgenootschap Kerkgenootschap"
202756,9,0,Radio Free Europe/Radio Liberty
49206,9,0,PeakFactory BV
60350,9,0,VENTE-PRIVEE.COM SA
396922,9,0,"Cisco Systems, Inc."
43515,9,0,Google Ireland Limited
47480,9,0,Blue Tiger Solutions Limited
27381,9,0,Index Exchange Inc.
15600,9,0,Quickline AG
15347,9,0,IBEX Global Solutions
21396,9,0,NetConnex Broadband Ltd.
16669,9,0,Applied Materials
6364,9,0,"Atlantic.net, Inc."
59437,9,0,Northern Data AG
136744,9,0,Dream Power Technology Limited
16875,9,0,AON Corporation
205275,9,0,ROMARG SRL
41041,9,0,Conversant LLC
25773,9,0,RADWARE INC.
41625,9,0,Express Teleservice Corp
30598,9,0,Carnival Corporation
16591,9,0,Google Fiber Inc.
38047,9,0,Taiwan Telecom
9246,9,0,"Teleguam Holdings, LLC"
35777,9,0,LTN Global Communications Inc
24594,9,0,Voiceflex Ltd
135530,9,0,Acronis Asia Pte. Ltd
400940,9,0,Railway
32537,9,0,Xilinx Incorporated
37342,9,0,"Movitel, SA"
132829,9,0,Nevigate Communications (S) Pte Ltd
203380,9,0,DA International Group Ltd.
198792,9,0,DStorage SASU (1fichier)
213499,9,0,Gorokhov Kirill
136093,9,0,PT Mitra Lintas Multimedia
12678,9,0,Badoo Trading Limited
12808,9,0,dtms GmbH
208959,9,0,SlashN Services Pte. Ltd.
54538,9,0,PALO ALTO NETWORKS
20756,9,0,NAMESHIELD SAS
196752,9,0,Tilaa B.V.
62382,9,0,LLC KDV Grupp
3911,9,0,"Micron Technology, Inc."
4685,9,0,"Asahi Net, Inc."
1836,8,13001,green.ch AG
38001,8,7856,NewMedia Express Pte. Ltd.
52468,8,5643,UFINET PANAMA S.A.
9930,8,3334,TIME dotCom Bhd
7195,8,1856,EdgeUno
20562,8,1655,Open Peering (Broadband Hosting B.V.)
13786,8,894,"Seaborn (Seabras USA, LLC)"
50263,8,559,A-Systems Sp. z o.o.
37662,8,502,West Indian Ocean Cable Company (WIOCC)
24785,8,317,Joint Transit (Broadband Hosting B.V.)
13237,8,297,euNetworks GmbH
264409,8,288,Huge Networks
35661,8,242,VIRTUA SYSTEMS SAS
32098,8,191,Flō Networks (Transtelco Inc.)
201706,8,182,SERVICEPIPE LLC
8866,8,172,Vivacom Bulgaria EAD
30781,8,167,Free Pro SAS
21574,8,164,Century Telecom Ltda
5603,8,164,"Telekom Slovenije, d.d."
1820,8,163,WNET TELECOM USA Corp.
57463,8,138,NetIX Communications JSC
12129,8,132,"123.Net, Inc."
44066,8,124,firstcolo GmbH
55685,8,124,PT Jala Lintas Media
6079,8,116,Astound (fka. RCN)
8434,8,109,Telenor Sverige AB
34779,8,104,"T-2, d.o.o."
15895,8,98,"""Kyivstar"" PJSC"
63927,8,98,RISE
44600,8,92,"""GIGATRANS UKRAINE"", LLC"
2519,8,87,ARTERIA Networks Corporation
262355,8,73,VSX Networks
58511,8,60,Swoop (Anycast Global Backbone)
139901,8,59,Apple Communication Ltd.
5391,8,56,Hrvatski Telekom d.d.
3302,8,56,Retelit Digital Services S.p.A.
27552,8,54,"TowardEX Technologies International, Inc."
12695,8,54,LLC Digital Network
16086,8,51,DNA Oyj
394684,8,50,GOLD DATA USA INC
8932,8,47,Ucom CJSC
134823,8,46,"Sky Digital Co., Ltd."
4648,8,46,Spark New Zealand
270158,8,45,Wantelco SAS de CV
12722,8,39,RECONN LLC
216211,8,38,CYBERVERSE LLC
23470,8,37,ReliableSite.Net LLC
327708,8,37,Airtel Rwanda Ltd
21559,8,36,OSNET
328748,8,34,Agile Solutions Provider (PTY) LTD
28725,8,34,CETIN a.s.
2518,8,33,BIGLOBE Inc.
38235,8,32,ANGKOR DATA COMMUNICATION
3262,8,31,"SAREnet, S.A."
61231,8,29,Neos Networks (SSE PLC)
12843,8,28,TelemaxX Telekommunikation GmbH
9063,8,26,VSE NET GmbH
58470,8,26,Jazz Pakistan
136168,8,26,Campana MYTHIC Co. Ltd.
25454,8,25,Orange Moldova S.A.
2852,8,25,CESNET z.s.p.o.
8047,8,25,"GENERAL COMMUNICATION, INC."
9038,8,24,Al Bahrainia al Urdunia Liltaknia Wa Alitisalat Plc. Co
199081,8,24,Lancom Ltd.
39122,8,22,Blacknight Internet Solutions Limited
7992,8,22,Cogeco Connexion Inc.
8637,8,22,"SpainWISP, S.L."
33185,8,21,Hive Data Center Inc.
34867,8,21,Cosmonova LLC
17497,8,20,Liasail Global Hongkong Limited
43139,8,20,Maximum-Net LLC
7632,8,20,PT Link Net Tbk
14230,8,19,ARK Data Centers LLC
42861,8,19,Foton Telecom CJSC
41820,8,18,New Information Systems PP
49418,8,17,NETSHIELD LTD
34696,8,17,"MISMELINK NETWORKS, SL"
7529,8,17,"GMO NetIRD, Inc."
23951,8,17,PT Jembatan Citra Nusantara
49434,8,16,FBW NETWORKS SAS
984,8,15,Octopus Web Solution Inc.
201814,8,15,MEVSPACE sp. z o.o.
212396,8,15,FyfeWeb Ltd
9286,8,15,KINX
31034,8,14,Aruba S.p.A.
212027,8,14,PebbleHost Ltd
48084,8,14,Uzhnie Magistraljnie Linii Svyazi LLC
19855,8,13,"Masergy Communications, Inc."
13768,8,13,Aptum Technologies
31257,8,13,Orion Telecom LLC
39704,8,12,CJ2 Hosting B.V.
36944,8,12,Ubuntunet Alliance For Research and Education Networking
12555,8,12,Data-center IMAQLIQ Ltd.
9354,8,11,Community Network Center Inc.
214675,8,10,Hidenori Matsuo
48293,8,10,Uniontel Ltd
5404,8,10,conova communications GmbH
30500,8,10,Wolfpaw Data Centres Inc
50340,8,10,Selectel - Moscow
262427,8,9,Invista Net Provedor de Acesso Ltda
209022,8,9,Tschajera Limited
14717,8,9,EZE Castle Integration Inc.
51043,8,8,Aspire Technology Solutions Ltd
12329,8,8,GLASFASER RUHR GmbH & Co. KG
34087,8,8,NTE TELEKOM AS
28840,8,8,"PJSC ""TATTELECOM"""
39923,8,8,Unix-Solutions BV
12676,8,8,HKN GmbH
200019,8,8,ALEXHOST SRL
13045,8,8,htp GmbH
25577,8,7,MAINFRAME & CYBERNETIC SYSTEMS LIMITED
34525,8,7,KOBA Sp. z o.o.
56694,8,7,LLC Smart Ape
39505,8,7,VESTITEL BG
24955,8,7,"JSC ""Ufanet"""
8540,8,7,AMA netwoRX GmbH
5631,8,7,Telcom Networks Limited
56382,8,7,vServer.site LTD
52780,8,7,MAP Piumhi Ltda - ME
9070,8,7,Cooolbox AD
60800,8,7,Netwise Hosting Ltd
197790,8,7,Actus P.S.A
13002,8,6,ISIX Communications LLP
197695,8,6,"""Domain names registrar REG.RU"", Ltd"
8387,8,6,Deutsche Telekom Global Business Solutions GmbH
200132,8,6,Peter-Paul Maria Kurstjens
35807,8,6,SkyNet Ltd.
9158,8,6,Telenor A/S
13189,8,6,Liden Data Internetwork AB
11071,8,6,InfoWest
47478,8,6,MSTN CJSC
27523,8,6,Kawaii Networks LLC
207044,8,6,Enet Telecommunications Networks Limited
34245,8,5,Magnet Networks Limited
24951,8,5,EveryWare AG
11269,8,5,LinkBermuda LTD
206446,8,5,Cloud Lease Ltd
12709,8,5,Melita Limited
400304,8,5,Redoubt Networks (Synteq / Crunchbits)
29608,8,5,Ovea SAS
16205,8,5,DSI GmbH Daten Service Informationssysteme
3361,8,4,"Digital Fortress, Inc."
57187,8,4,Emirates Integrated Telecommunications Company PJSC
35228,8,4,o2 (Telefonica UK)
209693,8,4,OC NETWORKS LIMITED
201178,8,4,Euronet Telekomunikasyon A.S.
11924,8,4,"Montana Opticom, LLC"
8298,8,4,IPng Networks GmbH
9500,8,4,One New Zealand Group Limited
20799,8,4,Datanet.co.uk Ltd
42905,8,4,LIMANET Ltd.
43852,8,4,Fast Communication Company Ltd
43404,8,4,Fastnet LLC
29244,8,4,CETIN Bulgaria EAD
8895,8,4,King Abdul Aziz City for Science and Technology
58061,8,4,Scalaxy B.V.
10158,8,4,Kakao Corp
9150,8,4,ML Consultancy
205460,8,3,LLC Svyaz Invest
328366,8,3,FIRSTNET TECHNOLOGY SERVICES (PTY) LTD
24492,8,3,WiCAM Corporation Ltd.
209505,8,3,Unchained ISP Limited
51375,8,3,STC BAHRAIN B.S.C CLOSED
152194,8,3,CTG Server Limited
213373,8,3,IP Connect Inc
60822,8,3,Wispone S.R.L.
151326,8,3,DCConnect Communication Pte. Ltd.
51580,8,3,TIMENET SPA
13208,8,3,Newtel Limited
39175,8,3,Connective Online Limited
40788,8,3,Start Communications
23379,8,3,"Blackburn Technologies II, LLC"
197133,8,3,MEDIACTIVE SAS
61323,8,3,ANS ACADEMY LIMITED
8445,8,3,"SALZBURG AG fur Energie, Verkehr und Telekommunikation"
35612,8,3,EOLO S.p.A.
6758,8,3,Monaco Telecom S.A.
42656,8,3,Allegro sp. z o.o.
30536,8,3,"Circle Computer Resources, Inc."
39279,8,3,Information Technology and Cyber Security Service
37558,8,3,LIBYAN INTERNATIONAL TELECOMMUNICATION COMPANY
263152,8,3,MIGO TELECOM
61438,8,3,ip-it consult GmbH
58821,8,3,PT Lintas Jaringan Nusantara
49870,8,3,Alsycon B.V.
35575,8,2,Vaioni Group Ltd
51219,8,2,K2 Integration JSC
27712,8,2,Paulo Dias de Araujo Filho
24586,8,2,Intermax Group B.V.
208621,8,2,LogicForge Limited
31317,8,2,AnschlussWerk GmbH
41114,8,2,Orne THD SPL
32415,8,2,C3
59545,8,2,Vertixo BV
51430,8,2,AltusHost B.V.
62217,8,2,Vinters IT Ltd
212567,8,2,Freie Netze Muenchen e.V.
16491,8,2,"ViaSat, Inc."
14380,8,2,Opus Interactive
133182,8,2,Running River Network Technology Limited
197731,8,2,The Internet Engineering Group B.V.
29286,8,2,SKYLOGIC S.P.A.
50522,8,2,Sewan Nederland B.V.
62313,8,2,Proact IT UK Limited
61287,8,2,onway (Schweiz) AG
15401,8,2,Orange Business Services SA
57112,8,2,Fiber Services B.V.
56864,8,2,Xeon LLC
21030,8,2,Cluster LLC
133613,8,2,MTel telecommunication company ltd.
5467,8,2,"Non state educational institution ""Educational Scientific and Experimental Center of Moscow Institute of Physics and Technology"""
47172,8,2,Greenhost BV
36926,8,2,Airtel Networks Kenya Limited
200350,8,2,Yandex.Cloud LLC
15510,8,2,Compuweb Communications Services Limited
5645,8,2,"TekSavvy Solutions, Inc."
198089,8,2,IP Visie Networking B.V.
202297,8,2,Skylon Solutions Limited
24953,8,2,NETPLANET GmbH
15447,8,2,CM.com N.V.
31490,8,2,NetIX Communications JSC
50313,8,2,TESLATEL LLC
42487,8,1,Vialis SEM
22295,8,1,Advin Services LLC
29222,8,1,Infomaniak Network SA
133372,8,1,Interaptus Limited
38278,8,1,Orient Telecoms Sdn. Bhd
15366,8,1,DNS:NET Internet Service GmbH
397301,8,1,"Thrive Broadband, LLC"
211181,8,1,"Civilisation Information Technology, communication and internet services Co., LTD"
25668,8,1,Cipherkey Exchange Corp.
31950,8,1,Data Network Solutions
18283,8,1,Chupicom Inc.
207995,8,1,Lightning Fibre
214329,8,1,BGP Network LLC
56971,8,1,CGI GLOBAL LIMITED
8878,8,1,nfon AG
51505,8,1,Dimosia Epicheirisi Ilektrismou Anonymi Etaireia
20495,8,1,We Dare B.V.
3258,8,1,xTom Japan
31445,8,1,Fiberax sp. z o.o.
200000,8,1,Hosting Ukraine LTD
4913,8,1,"Speedcast Communications, Inc"
22611,8,1,"InMotion Hosting, Inc."
48416,8,1,"Information Network, LLC"
29505,8,1,Stadtwerke Luebeck Digital GmbH
39603,8,1,P4 Sp. z o.o.
7497,8,1,Computer Network Information Center of Chinese Academy of Sciences (CNIC-CAS)
6620,8,1,"AMA Communications, LLC"
136787,8,1,PacketHub S.A.
206813,8,1,4830.org e. V.
13443,8,1,LinkedIn Corporation
132337,8,1,Axclusive
61124,8,1,Marston's Telecoms Limited
206347,8,1,Wessex Internet Limited
33127,8,1,Integrated Systems Corp
33570,8,1,Cloudpath
20969,8,1,Red Bee Media B.V.
42567,8,1,MOJOHOST B.V.
154324,8,1,AltusCloud Pte. Ltd.
8757,8,1,"NSFOCUS, Inc."
131330,8,1,irix
51776,8,1,Sportradar AG
18434,8,1,"Fidelity National Information Services, Inc."
211101,8,1,Nasteka Maksim Viktorovich
39498,8,1,LMAX Digital Group Limited
47689,8,1,"Pudu, LLC"
57811,8,1,Redge Technologies sp. z o.o.
17088,8,1,"Currenex, Inc."
10024,8,1,LGA International
203489,8,1,WiMore S.r.l.
133504,8,1,PAOCLOUD
20340,8,1,"CallTower, Inc."
328112,8,1,Linux Based Systems Design SA (Pty) Ltd
265188,8,1,Grupo WCM net
12847,8,1,Latvijas Mobilais Telefons SIA
40703,8,1,"Turner Broadcasting System, Inc."
50472,8,1,Chaos Computer Club e.V.
48173,8,1,Orange Business Digital Germany GmbH
33680,8,1,TELEPERFORMANCE USA
208591,8,1,Aitire S.L
